source_row,scopus_id,doi,title,journal,publication_year,keywords,corresponding_author_country,cited_by_count,policy_claim_via_terms,DB review,DB notes,EC review,EC notes,DB notes.1,Unnamed: 15,MW review,MW notes,discrepant?,db re-review,llm_policy_claim,reasoning,EC re-review,EC reasoning,Unnamed: 24,agreed_gold_standard,agreed_gold_standard_with_exclusions,exclusion reason,ok,jev_p_yes,jev_policy_claim,jev_choice,jev_choice_p_yes,jev_choice_confidence,jev_input_tokens,jev_output_tokens,jev_cost_usd,jev_latency_ms,jev_attempts,jev_model,jev_request_id,jev_error,jev_questions_hash,jev_timestamp
192,SCOPUS_ID:85131903072,10.1093/ije/dyab204,Pre-eclampsia and risk of early-childhood asthma: A register study with sibling comparison and an exploration of intermediate variables,International Journal of Epidemiology,2022.0,"['Asthma', 'caesarean section', 'child', 'epidemiology', 'intermediate', 'pre-eclampsia', 'prematurity', 'registers', 'sibling', 'small for gestational age']",Norway,3.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.03,False,no,0.0,1.0,1858,50,7.8036e-05,286.7024169827346,1,typesafe/jev-1.13-20260917,gen-dec-1789843184-wjrt5DkYDeMH8GNKUo7U,,1d16b25dcca8,2026-09-19T18:39:44+00:00
193,SCOPUS_ID:0033568791,10.1093/oxfordjournals.aje.a010053,Breast cancer and oral contraceptive use in Asian-American women,American Journal of Epidemiology,1999.0,"['Asian Americans', 'Breast neoplasms', 'Contraceptives, oral', 'Transients and migrants']",United States,43.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.03,False,no,0.0,1.0,1776,50,7.4592e-05,269.5085830055177,1,typesafe/jev-1.13-20260917,gen-dec-1789843184-Eut2UXq7hP7UBYhGsfts,,1d16b25dcca8,2026-09-19T18:39:44+00:00
194,SCOPUS_ID:0029004262,10.1093/ije/24.supplement_1.s113,The Multifund and outcome research,International Journal of Epidemiology,1995.0,[],United Kingdom,1.0,0.0,1.0,,,,,,1.0,,,,1.0,non emperical paper,True,I could not access this paper,,True,,non emperical paper,True,0.75,True,yes,0.83,0.66,1863,50,7.8246e-05,314.7857089934405,1,typesafe/jev-1.13-20260917,gen-dec-1789843184-flrFKPPJaqpmmF3ptDvb,,1d16b25dcca8,2026-09-19T18:39:44+00:00
195,SCOPUS_ID:0025573024,10.1093/ije/19.4.953,Habitual dietary intake and glucose tolerance in euglycaemic men: The zutphen study,International Journal of Epidemiology,1990.0,[],Netherlands,134.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.04,False,no,0.0,1.0,1724,50,7.2408e-05,238.71654199319892,1,typesafe/jev-1.13-20260917,gen-dec-1789843184-wNYarfg346qh23z2iK46,,1d16b25dcca8,2026-09-19T18:39:44+00:00
196,SCOPUS_ID:85038614533,10.1016/S2468-2667(17)30222-0,"Prediction of cervical cancer incidence in England, UK, up to 2040, under four scenarios: a modelling study",The Lancet Public Health,2018.0,[],United Kingdom,48.0,0.0,1.0,,,,,,1.0,,,,1.0,,True,,,True,True,,True,0.96,True,yes,1.0,1.0,2319,50,9.7398e-05,319.07254198449664,1,typesafe/jev-1.13-20260917,gen-dec-1789843184-bF37bLmtYkDohLkErcBy,,1d16b25dcca8,2026-09-19T18:39:44+00:00
197,SCOPUS_ID:0025894073,10.1093/oxfordjournals.aje.a115913,Environmental contamination in child day-care centers,American Journal of Epidemiology,1991.0,"['Day care', 'Diarrhea']",United States,45.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.16,False,no,0.06,0.87,1720,50,7.224e-05,321.1580830102321,1,typesafe/jev-1.13-20260917,gen-dec-1789843184-6GMOQYwryMr79oJvlntC,,1d16b25dcca8,2026-09-19T18:39:44+00:00
198,SCOPUS_ID:13244252207,10.1093/eurpub/14.4.390,"Sociodemographic and health behaviour factors associated with obesity in adult populations in Estonia, Finland and Lithuania",European Journal of Public Health,2004.0,"['Health behaviour', 'Obesity', 'Sociodemographic factors']",Finland,37.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.03,False,no,0.0,1.0,1736,50,7.2912e-05,309.14687499171123,1,typesafe/jev-1.13-20260917,gen-dec-1789843184-FjsaVEsaRGdRKegQy9pF,,1d16b25dcca8,2026-09-19T18:39:44+00:00
199,SCOPUS_ID:0037564783,10.2105/AJPH.93.6.963,The Efficacy of a Relationship-Based HIV/STD Prevention Program for Heterosexual Couples,American Journal of Public Health,2003.0,[],United States,196.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.06,False,no,0.0,1.0,1528,50,6.4176e-05,283.4548749960959,1,typesafe/jev-1.13-20260917,gen-dec-1789843184-VQbK8Bu5cTTsj5xQ0QMK,,1d16b25dcca8,2026-09-19T18:39:44+00:00
200,SCOPUS_ID:0030770295,10.1097/00001648-199710000-00006,Dioxin exposure and cancer risk: A 15-year mortality study after the 'Seveso accident',Epidemiology,1997.0,"['Digestive cancer', 'Dioxins', 'Environmental health', 'Industrial disasters', 'Leukemia', 'Lymphoma', 'Mortality', 'Neoplasms']",Italy,118.0,0.0,0.0,,,,,,,,,,0.0,,False,,,False,False,,True,0.03,False,no,0.0,1.0,1865,50,7.833e-05,312.61437499779277,1,typesafe/jev-1.13-20260917,gen-dec-1789843184-RjdSez7UqSqcibToBMtQ,,1d16b25dcca8,2026-09-19T18:39:44+00:00
201,SCOPUS_ID:0036311484,10.2105/AJPH.92.8.1305,Reverberations of family illness: A longitudinal assessment of informal caregiving and mental health status in the nurses' health study,American Journal of Public Health,2002.0,[],United States,135.0,0.0,0.0,,,,,,,,,,0.0,,False,,,False,False,,True,0.03,False,no,0.0,1.0,1569,50,6.5898e-05,253.60829097917303,1,typesafe/jev-1.13-20260917,gen-dec-1789843184-f2brZQSdfk0lJSlTuP6H,,1d16b25dcca8,2026-09-19T18:39:44+00:00
202,SCOPUS_ID:77955943594,10.1136/jech.2008.085936,Estimates of sexual partnership dynamics: Extending negative and positive gaps to status lengths,Journal of Epidemiology & Community Health,2010.0,[],United States,3.0,0.0,0.0,,,,,,,,,,0.0,,False,,,False,False,,True,0.06,False,no,0.0,1.0,1671,50,7.0182e-05,271.86804098892026,1,typesafe/jev-1.13-20260917,gen-dec-1789843184-d3bFCzooZbyTveWnk3xO,,1d16b25dcca8,2026-09-19T18:39:44+00:00
203,SCOPUS_ID:0035709540,10.1093/ije/30.6.1233,On the importance-and the unimportance-of birthweight,International Journal of Epidemiology,2001.0,"['Analytical methods', 'Birthweight', 'Fetal growth', 'Gestational age', 'Infant mortality', 'Intrauterine growth retardation', 'Low birthweight', 'Small for gestational age']",United States,666.0,0.0,0.0,,,,,,,,,,0.0,,False,,,False,False,,True,0.07,False,no,0.01,0.98,1597,50,6.7074e-05,310.5520420067478,1,typesafe/jev-1.13-20260917,gen-dec-1789843184-5IKHFmughXs3OtxVGgGd,,1d16b25dcca8,2026-09-19T18:39:44+00:00
