source_row,review_id,scopus_id,doi,title,journal,keywords,DB_policy_claim,db notes,EC_policy_claim,ec notes,concordance,Unnamed: 12,Unnamed: 13,db_double_checked,Unnamed: 15,ok,jev_p_yes,jev_policy_claim,jev_choice,jev_choice_p_yes,jev_choice_confidence,jev_input_tokens,jev_output_tokens,jev_cost_usd,jev_latency_ms,jev_attempts,jev_model,jev_request_id,jev_error,jev_questions_hash,jev_timestamp
227,S400-228,SCOPUS_ID:0025365959,10.1016/0091-7435(90)90024-E,Diet and coronary heart disease risk factors in a population with varied intake,Preventive Medicine,[],False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1537,50,6.4554e-05,282.95366701786406,1,typesafe/jev-1.13-20260917,gen-dec-1789843195-GcZ7SlpnaNUzvb9szFkb,,1d16b25dcca8,2026-09-19T18:39:55+00:00
228,S400-229,SCOPUS_ID:85042707770,10.1093/ije/dyx095,"Maternal consumption of artificially sweetened beverages during pregnancy, and offspring growth through 7 years of age: A prospective cohort study",International Journal Of Epidemiology,"['Artificially sweetened beverages', 'Obesity', 'Pregnancy', 'Sugar-sweetened beverages']",False,,False,,,,,,,True,0.05,False,no,0.0,1.0,1815,50,7.623e-05,287.3095000104513,1,typesafe/jev-1.13-20260917,gen-dec-1789843195-zzgN50oeJDlRPa6SZHxU,,1d16b25dcca8,2026-09-19T18:39:55+00:00
229,S400-230,SCOPUS_ID:27744597027,10.1007/s10654-005-3634-7,Heterogeneity of prognostic profiles in non-small cell lung cancer: Too many variables but a few relevant,European Journal Of Epidemiology,"['Follow up studies', 'Lung cancer', 'Non-small cell lung cancer', 'Prognostic research', 'Risk factor', 'Survival']",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1667,50,7.0014e-05,280.8988339966163,1,typesafe/jev-1.13-20260917,gen-dec-1789843195-Fbz1VxEBZZEeo5oa27ly,,1d16b25dcca8,2026-09-19T18:39:55+00:00
230,S400-231,SCOPUS_ID:85049076037,10.1097/EDE.0000000000000715,Association Between Long-term Exposure to Traffic-related Air Pollution and Inflammatory and Thrombotic Markers in Middle-aged Adults,Epidemiology,[],False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1864,50,7.8288e-05,336.86083400971256,1,typesafe/jev-1.13-20260917,gen-dec-1789843195-WPA9ys1Sv8mUHdEDwqgB,,1d16b25dcca8,2026-09-19T18:39:55+00:00
231,S400-232,SCOPUS_ID:0035169424,10.2105/AJPH.91.1.150,Trends in adolescent suicide: Misclassification bias?,American Journal Of Public Health,[],True,borderline,False,their point is about data only?,!!!,,,False,,True,0.38,False,no,0.34,0.31,1531,50,6.4302e-05,297.5277920195367,1,typesafe/jev-1.13-20260917,gen-dec-1789843195-OexbXqYMat851nAWuqZa,,1d16b25dcca8,2026-09-19T18:39:55+00:00
232,S400-233,SCOPUS_ID:85084103403,10.1093/EURPUB/CKZ122,Education level and hospitalization for ambulatory care sensitive conditions: An education approach is required,European Journal Of Public Health,[],True,,True,,,,,,,True,0.9,True,yes,0.99,0.98,1762,50,7.4004e-05,514.108916016994,1,typesafe/jev-1.13-20260917,gen-dec-1789843195-0Xabfy4VzMB4WiRWvBWk,,1d16b25dcca8,2026-09-19T18:39:56+00:00
233,S400-234,SCOPUS_ID:7944224013,10.1016/j.ypmed.2004.04.041,"Race, ethnicity, and sociocultural characteristics predict noncompliance with lipid-lowering medications",Preventive Medicine,"['Dyslipidemia', 'Ethnicity', 'Race']",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1752,50,7.3584e-05,300.642083020648,1,typesafe/jev-1.13-20260917,gen-dec-1789843195-QsXxDiuObCjtsmFOzHcp,,1d16b25dcca8,2026-09-19T18:39:55+00:00
234,S400-235,SCOPUS_ID:0035711043,10.1006/pmed.2000.0788,Associations between self-reported and objective physical environmental factors and use of a community rail-trail,Preventive Medicine,"['Determinants', 'Environment', 'Geographic information system', 'Physical activity', 'Trails']",True,,True,,,,,,,True,0.85,True,yes,0.98,0.95,1659,50,6.9678e-05,441.04162498842925,1,typesafe/jev-1.13-20260917,gen-dec-1789843195-Kv4YWEBYEChcqc1MViNk,,1d16b25dcca8,2026-09-19T18:39:56+00:00
235,S400-236,SCOPUS_ID:0025825302,10.2105/AJPH.81.4.497,Mass flea outbreak at a child care facility: Case report,American Journal Of Public Health,[],False,error- not all abstract outputted,False,,,,,,,True,0.08,False,no,0.01,0.98,1452,50,6.0984e-05,341.21441599563695,1,typesafe/jev-1.13-20260917,gen-dec-1789843195-kIkBGPLX2Acb5KLv8npz,,1d16b25dcca8,2026-09-19T18:39:56+00:00
236,S400-237,SCOPUS_ID:85020905991,10.1093/eurpub/ckw263,The effectiveness of current French health warnings displayed on alcohol advertisements and alcoholic beverages,European Journal Of Public Health,[],True,,True,,,,,,,True,0.89,True,yes,0.98,0.97,1679,50,7.0518e-05,283.440958999563,1,typesafe/jev-1.13-20260917,gen-dec-1789843195-Kll5inhHR7qRX2bCffbr,,1d16b25dcca8,2026-09-19T18:39:55+00:00
237,S400-238,SCOPUS_ID:0025844791,10.1093/oxfordjournals.aje.a115822,"Decline in incidence of epidemic glucose intolerance in nauruans: Implications for the ""thrifty genotype""",American Journal Of Epidemiology,"['Diabetes mellitus', 'Genotype', 'Glucose tolerance test', 'Incidence', 'Non-insulin-dependent', 'Prevalence', 'Selection (genetics)']",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1883,50,7.9086e-05,297.73024999303743,1,typesafe/jev-1.13-20260917,gen-dec-1789843195-fkhnUp7vg6T9YNGhquXF,,1d16b25dcca8,2026-09-19T18:39:56+00:00
238,S400-239,SCOPUS_ID:0036294015,10.2105/AJPH.92.7.1168,Assessment of a new approach to family planning services in rural Pakistan,American Journal Of Public Health,[],True,,True,,,,,,,True,0.97,True,yes,1.0,1.0,1580,50,6.636e-05,291.0442079883069,1,typesafe/jev-1.13-20260917,gen-dec-1789843195-gZ2I37t4xSV4kqXKUqIs,,1d16b25dcca8,2026-09-19T18:39:56+00:00
239,S400-240,SCOPUS_ID:17944367766,10.1006/pmed.2001.0875,Promoting sun safety among zoo visitors,Preventive Medicine,"['Recreational parks', 'Skin cancer prevention', 'Sun safety intervention', 'Zoological parks']",False,,False,,,,,,,True,0.06,False,no,0.0,1.0,1625,50,6.825e-05,291.79983300855383,1,typesafe/jev-1.13-20260917,gen-dec-1789843195-XJdoaEPJEKZPJdkr7QvU,,1d16b25dcca8,2026-09-19T18:39:56+00:00
240,S400-241,SCOPUS_ID:0027248929,10.1093/ije/22.3.543,Acceptability of the tuberculosis service: Scale development,International Journal Of Epidemiology,[],False,,False,,,,,,,True,0.04,False,no,0.0,1.0,1635,50,6.867e-05,302.35020798863843,1,typesafe/jev-1.13-20260917,gen-dec-1789843195-ztcsNr6SJwV055uTj32x,,1d16b25dcca8,2026-09-19T18:39:56+00:00
241,S400-242,SCOPUS_ID:67049145290,10.1016/j.amepre.2009.04.017,Overweight in Children and Adolescents Associated with TV Viewing and Parental Weight. Project HeartBeat!,American Journal Of Preventive Medicine,[],False,,False,,,,,,,True,0.04,False,no,0.0,1.0,1791,50,7.5222e-05,314.58516701241024,1,typesafe/jev-1.13-20260917,gen-dec-1789843196-U4TiJq9L2zQslQlX289J,,1d16b25dcca8,2026-09-19T18:39:56+00:00
242,S400-243,SCOPUS_ID:0028665878,10.1093/ije/23.6.1145,Occupational exposure to polycyclic aromatic hydrocarbons and the risk of bladder cancer: A french case-control study,International Journal Of Epidemiology,[],False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1830,50,7.686e-05,273.86774998740293,1,typesafe/jev-1.13-20260917,gen-dec-1789843196-h5QCsgoHpB72aUhtov6Z,,1d16b25dcca8,2026-09-19T18:39:56+00:00
243,S400-244,SCOPUS_ID:0029004262,10.1093/ije/24.supplement_1.s113,The Multifund and outcome research,International Journal Of Epidemiology,[],False,,False,,,,,,,True,0.75,True,yes,0.84,0.69,1846,50,7.7532e-05,287.31304200482555,1,typesafe/jev-1.13-20260917,gen-dec-1789843196-II8ZCdbGnvOUHDZ3cioX,,1d16b25dcca8,2026-09-19T18:39:56+00:00
244,S400-245,SCOPUS_ID:85132281504,10.1016/j.amepre.2021.12.028,Predicting Homelessness Among U.S. Army Soldiers No Longer on Active Duty,American Journal Of Preventive Medicine,[],False,"borderline, implicit",False,,,,,,,True,0.7,True,yes,0.82,0.64,1718,50,7.2156e-05,292.85450000315905,1,typesafe/jev-1.13-20260917,gen-dec-1789843196-fvO2df4AXi3cSczlzUD5,,1d16b25dcca8,2026-09-19T18:39:56+00:00
245,S400-246,SCOPUS_ID:84875596512,10.1093/aje/kws437,Environmental exposure to metals and children's growth to age 5 years: A prospective cohort study,American Journal Of Epidemiology,"['arsenic', 'body height', 'body weight', 'cadmium', 'child, preschool', 'growth', 'lead', 'prenatal exposure delayed effects']",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1758,50,7.3836e-05,359.0904169832356,1,typesafe/jev-1.13-20260917,gen-dec-1789843196-bJo0QT9NJ5clrwuKde9n,,1d16b25dcca8,2026-09-19T18:39:56+00:00
246,S400-247,SCOPUS_ID:0030971346,10.1097/00001648-199707000-00007,A method for timely assessment of influenza-associated mortality in the United States,Epidemiology,"['Influenza', 'Models', 'Mortality', 'Pneumonia', 'Surveillance']",True,,True,,,,,,,True,0.91,True,yes,0.99,0.99,1607,50,6.7494e-05,308.36112500401214,1,typesafe/jev-1.13-20260917,gen-dec-1789843196-9POlJWwfCUBzPAlu9Ozt,,1d16b25dcca8,2026-09-19T18:39:56+00:00
247,S400-248,SCOPUS_ID:84913549116,10.1093/ije/dyu160,The relationship of parents' cigarette smoking to outcome of pregnancy-implications as to the problem of inferring causation from observed associations,International Journal Of Epidemiology,"['Birth weight', 'Congenital anomalies', 'Contraception', 'Low', 'Menarche', 'Menstruation', 'Mortality, neonatal', 'Pregnancy', 'Prenatal influences', 'Smoking']",False,,False,,,,,,,True,0.04,False,no,0.0,0.99,1715,50,7.203e-05,258.1360839831177,1,typesafe/jev-1.13-20260917,gen-dec-1789843196-HpPlZEsuFQNx9MfDCGJR,,1d16b25dcca8,2026-09-19T18:39:56+00:00
248,S400-249,SCOPUS_ID:0026647044,10.2105/AJPH.82.7.1023,Carcinogens in tobacco smoke: Benzo[a]pyrene from Canadian cigarettes and cigarette tobacco,American Journal Of Public Health,[],False,,False,,,,,,,True,0.25,False,no,0.23,0.53,1501,50,6.3042e-05,357.39470800035633,1,typesafe/jev-1.13-20260917,gen-dec-1789843196-QcBsSyVHfaXzC1qVDxMD,,1d16b25dcca8,2026-09-19T18:39:56+00:00
249,S400-250,SCOPUS_ID:0031408841,10.1016/s0749-3797(18)30092-8,State Health Department and University evaluation of North Carolina's Maternal Outreach Worker Program,American Journal Of Preventive Medicine,[],True,,True,,,,,,,True,0.12,False,no,0.01,0.97,1689,50,7.0938e-05,260.80908402218483,1,typesafe/jev-1.13-20260917,gen-dec-1789843196-34U8a4vOrkl4DJU77wSs,,1d16b25dcca8,2026-09-19T18:39:56+00:00
250,S400-251,SCOPUS_ID:85114135037,10.1016/j.amepre.2021.03.023,Racial/Ethnic and Socioeconomic Disparities in Adult Vaccination Coverage,American Journal Of Preventive Medicine,[],True,,True,,,,,,,True,0.94,True,yes,1.0,0.99,1743,50,7.3206e-05,275.903332978487,1,typesafe/jev-1.13-20260917,gen-dec-1789843196-1gLuCeBUS8SJArxEqD8h,,1d16b25dcca8,2026-09-19T18:39:56+00:00
251,S400-252,SCOPUS_ID:84937517224,10.1016/j.amepre.2015.02.002,Assessment of the School Nutrition Environment: A Study in Australian Primary School Canteens,American Journal Of Preventive Medicine,[],True,,True,,,,,,,True,0.87,True,yes,0.96,0.91,1677,50,7.0434e-05,357.62016600347124,1,typesafe/jev-1.13-20260917,gen-dec-1789843196-qof3QShohqY6ROeOmshL,,1d16b25dcca8,2026-09-19T18:39:56+00:00
252,S400-253,SCOPUS_ID:85045424692,10.1093/aje/kwx295,Examining the Association between Apparent Temperature and Mental Health-Related Emergency Room Visits in California,American Journal Of Epidemiology,"['ambient temperature', 'apparent temperature', 'California', 'emergency room visits', 'homicide', 'mental health', 'Poisson regression', 'suicide']",False,,False,,,,,,,True,0.05,False,no,0.0,1.0,1719,50,7.2198e-05,306.26366700744256,1,typesafe/jev-1.13-20260917,gen-dec-1789843196-lJ4Gqueioob6Ny0Kc0J8,,1d16b25dcca8,2026-09-19T18:39:56+00:00
253,S400-254,SCOPUS_ID:0036891729,10.2105/AJPH.92.12.1946,Development of a prototype system for statewide asthma surveillance,American Journal Of Public Health,[],False,,False,,,,,,,True,0.1,False,no,0.01,0.98,1513,50,6.3546e-05,266.31874998565763,1,typesafe/jev-1.13-20260917,gen-dec-1789843196-yY5TprSnAZjYxQEV5jQ7,,1d16b25dcca8,2026-09-19T18:39:56+00:00
254,S400-255,SCOPUS_ID:84982893015,10.1093/aje/kwv324,The Association between Perceived Stress and Mortality among People with Multimorbidity: A Prospective Population-Based Cohort Study,American Journal Of Epidemiology,"['chronic disease', 'comorbidity', 'longitudinal studies', 'mental health', 'mortality', 'prognosis', 'stress, psychological']",False,,False,,,,,,,True,0.04,False,no,0.0,1.0,1738,50,7.2996e-05,285.56662501068786,1,typesafe/jev-1.13-20260917,gen-dec-1789843196-zyKSKORQJFjtTnTETp5s,,1d16b25dcca8,2026-09-19T18:39:56+00:00
255,S400-256,SCOPUS_ID:84905578698,10.1097/EDE.0000000000000144,Traffic-related air pollution in relation to cognitive function in older adults,Epidemiology,[],False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1764,50,7.4088e-05,263.0484170222189,1,typesafe/jev-1.13-20260917,gen-dec-1789843196-3pG4HoClrcIqwZgqDpXk,,1d16b25dcca8,2026-09-19T18:39:56+00:00
256,S400-257,SCOPUS_ID:85107091304,10.1016/j.ypmed.2021.106562,Designing warnings for sugary drinks: A randomized experiment with Latino parents and non-Latino parents,Preventive Medicine,"['Health policy', 'Hispanic', 'Latino/a health', 'Obesity', 'Sugar-sweetened beverages', 'Warning labels']",True,,True,,,,,,,True,0.24,False,no,0.1,0.79,1741,50,7.3122e-05,242.657708004117,1,typesafe/jev-1.13-20260917,gen-dec-1789843196-ObYlaBKVLEAuUZSzX6Mb,,1d16b25dcca8,2026-09-19T18:39:56+00:00
257,S400-258,SCOPUS_ID:84858295216,10.1136/jech.2009.087304,The effect of health promotion on diagnosis and management of diabetes,Journal Of Epidemiology And Community Health,[],True,,True,,,,,,,True,0.9,True,yes,0.98,0.96,1665,50,6.993e-05,255.7739999901969,1,typesafe/jev-1.13-20260917,gen-dec-1789843196-FjisuWhffg2njwDozxOx,,1d16b25dcca8,2026-09-19T18:39:56+00:00
258,S400-259,SCOPUS_ID:85063731915,10.1016/S2468-2667(19)30036-2,Patterns in the relationship between life expectancy and gross domestic product in Russia in 2005–15: a cross-sectional analysis,The Lancet Public Health,[],True,,True,,,,,,,True,0.89,True,yes,0.99,0.98,1898,50,7.9716e-05,269.18445801129565,1,typesafe/jev-1.13-20260917,gen-dec-1789843196-sWT9TAxTKeonqYdM94pZ,,1d16b25dcca8,2026-09-19T18:39:56+00:00
259,S400-260,SCOPUS_ID:85089294116,10.1007/s10654-020-00669-6,A case study in model failure? COVID-19 daily deaths and ICU bed utilisation predictions in New York state,European Journal Of Epidemiology,"['COVID-19', 'Hospital resource utilisation', 'Model evaluation', 'Uncertainty quantification']",False,,False,,,,,,,True,0.92,True,yes,0.99,0.99,1665,50,6.993e-05,309.3979169789236,1,typesafe/jev-1.13-20260917,gen-dec-1789843196-SSyZtxZdJvSRuoGEU8tw,,1d16b25dcca8,2026-09-19T18:39:56+00:00
260,S400-261,SCOPUS_ID:84929047682,10.1093/eurpub/cku221,Comparing the performance of the Charlson/Deyo and Elixhauser comorbidity measures across five European countries and three conditions,European Journal Of Public Health,[],False,,False,,,,,,,True,0.17,False,no,0.11,0.78,1734,50,7.2828e-05,261.9084159960039,1,typesafe/jev-1.13-20260917,gen-dec-1789843196-tfFKgtnecmHIJYjm3BRn,,1d16b25dcca8,2026-09-19T18:39:56+00:00
261,S400-262,SCOPUS_ID:77953601869,10.2105/AJPH.2009.180489,The next public health revolution: Public health information fusion and social networks,American Journal Of Public Health,[],False,error - missing part of abstracts,False,,,,,,,True,0.58,True,yes,0.67,0.35,1506,50,6.3252e-05,287.73549999459647,1,typesafe/jev-1.13-20260917,gen-dec-1789843196-rDOLDeYDwHLaDlLNWije,,1d16b25dcca8,2026-09-19T18:39:56+00:00
262,S400-263,SCOPUS_ID:33847386744,10.1093/aje/kwk033,Dietary flavonoid intake and breast cancer risk among women on Long Island,American Journal Of Epidemiology,"['Breast neoplasms', 'Diet', 'Flavonoids']",True,,False,I am not sure there is any policy implication here?,!!!,,,False,,True,0.12,False,no,0.03,0.94,1755,50,7.371e-05,326.885750022484,1,typesafe/jev-1.13-20260917,gen-dec-1789843196-qDfGIkgdPrkTEo6lNuWb,,1d16b25dcca8,2026-09-19T18:39:57+00:00
263,S400-264,SCOPUS_ID:68149179040,10.1093/aje/kwp167,"Use of Supplements of Multivitamins, Vitamin C, and Vitamin e in Relation to Mortality",American Journal Of Epidemiology,"['Ascrobic acid', 'Cohort studies', 'Coronary disease', 'Dietary supplements', 'Mortality', 'Neoplasms', 'Vitamin E', 'Vitamins']",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1695,50,7.119e-05,341.86699998099357,1,typesafe/jev-1.13-20260917,gen-dec-1789843196-ItIlIzz8PeKEwQdqjXzW,,1d16b25dcca8,2026-09-19T18:39:57+00:00
264,S400-265,SCOPUS_ID:14644388091,10.1016/j.ypmed.2004.09.021,"Focused interviews with Sudanese Americans: Perceptions about diet, nutrition, and cancer",Preventive Medicine,"['Cancer', 'Dietary beliefs', 'Focus group', 'Food habits', 'Food practices', 'Food preparation methods']",False,,False,,,,,,,True,0.04,False,no,0.0,1.0,1640,50,6.888e-05,253.26233298983425,1,typesafe/jev-1.13-20260917,gen-dec-1789843196-l3u4i8nrOZh1JzNs8cZr,,1d16b25dcca8,2026-09-19T18:39:57+00:00
265,S400-266,SCOPUS_ID:0026087647,10.1016/0091-7435(91)90005-O,Epidemiologic data on exogenous hormones and hepatocellular carcinoma and selected other cancers,Preventive Medicine,[],False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1484,50,6.2328e-05,295.83145899232477,1,typesafe/jev-1.13-20260917,gen-dec-1789843196-FMyAtabB8r7SrDTE0mJ1,,1d16b25dcca8,2026-09-19T18:39:57+00:00
266,S400-267,SCOPUS_ID:0030801010,10.1016/s0749-3797(18)30181-8,Will patient satisfaction set the preventive services implementation agenda?,American Journal Of Preventive Medicine,[],True,,True,,,,,,,True,0.9,True,yes,0.99,0.99,1671,50,7.0182e-05,289.91683400818147,1,typesafe/jev-1.13-20260917,gen-dec-1789843196-7nUMbAqecPMGtEdjvnTq,,1d16b25dcca8,2026-09-19T18:39:57+00:00
267,S400-268,SCOPUS_ID:85183941151,10.1093/eurpub/ckad194,Undermining support for COVID-19 public health policies: an analysis of the impact of subversive conspiracy narratives on Czech General Practitioners,European Journal Of Public Health,[],True,,True,,,,,,,True,0.95,True,yes,1.0,1.0,1694,50,7.1148e-05,303.12837500241585,1,typesafe/jev-1.13-20260917,gen-dec-1789843197-7FWrWDcVrEOqTKcwMqRA,,1d16b25dcca8,2026-09-19T18:39:57+00:00
268,S400-269,SCOPUS_ID:0036570155,10.1093/aje/155.9.875,Ascertainment bias in family-based case-control studies,American Journal Of Epidemiology,"['Bias', 'Case-control studies', 'Family relations']",False,,False,,,,,,,True,0.12,False,no,0.06,0.89,1505,50,6.321e-05,277.93787501286715,1,typesafe/jev-1.13-20260917,gen-dec-1789843197-1cHHdGJbPgtUx76D8uGY,,1d16b25dcca8,2026-09-19T18:39:57+00:00
269,S400-270,SCOPUS_ID:0031688919,10.1093/eurpub/8.3.250,Variability in the number of tests used in children with acute gastroenteritis in two hospitals,European Journal Of Public Health,"['Child', 'Comparative studies', 'Diagnostic tests', 'Spain', 'United States']",False,,False,,,,,,,True,0.41,False,no,0.34,0.32,1487,50,6.2454e-05,294.9150830099825,1,typesafe/jev-1.13-20260917,gen-dec-1789843197-uG65o6BFUsXlAti3Gthx,,1d16b25dcca8,2026-09-19T18:39:57+00:00
270,S400-271,SCOPUS_ID:85161992453,10.1007/s10654-023-01024-1,Target trial emulation of aspirin after diagnosis of colorectal polyps,European Journal Of Epidemiology,"['Cancer prevention', 'Causal inference', 'Precision medicine', 'Target trial emulation']",False,,False,,,,,,,True,0.04,False,no,0.0,1.0,1830,50,7.686e-05,291.02745797717944,1,typesafe/jev-1.13-20260917,gen-dec-1789843197-nwXhBtcHizr7QMXonkUg,,1d16b25dcca8,2026-09-19T18:39:57+00:00
271,S400-272,SCOPUS_ID:85146443753,10.1016/j.ypmed.2023.107422,"Sex differences in Cannabis use disorder and associated psychosocial problems among US adults, 2012–2013",Preventive Medicine,"['Cannabis use disorder', 'Health problems', 'NESARC-III', 'Psychosocial problems', 'Sex differences']",True,,False,these read as individual level results?,!!!,,,True,,True,0.77,True,yes,0.92,0.83,1702,50,7.1484e-05,249.32395899668336,1,typesafe/jev-1.13-20260917,gen-dec-1789843197-EFB5g9wmogFHM8mcMEIk,,1d16b25dcca8,2026-09-19T18:39:57+00:00
272,S400-273,SCOPUS_ID:33644618996,10.2105/AJPH.2004.061358,"Diarrheal illness detected through syndromic surveillance after a massive power outage: New York City, August 2003",American Journal Of Public Health,[],False,,False,,,,,,,True,0.09,False,no,0.0,0.99,1663,50,6.9846e-05,375.14958399697207,1,typesafe/jev-1.13-20260917,gen-dec-1789843197-vspnyk6cYzeBgmhLOzT3,,1d16b25dcca8,2026-09-19T18:39:57+00:00
273,S400-274,SCOPUS_ID:77956242083,10.2105/AJPH.2009.180943,Family poverty over the early life course and recurrent adolescent and young adult anxiety and depression: A longitudinal study,American Journal Of Public Health,[],False,,False,,,,,,,True,0.04,False,no,0.0,1.0,1572,50,6.6024e-05,245.7845000026282,1,typesafe/jev-1.13-20260917,gen-dec-1789843197-u4MVs83GMx5sjw9JnS1O,,1d16b25dcca8,2026-09-19T18:39:57+00:00
274,S400-275,SCOPUS_ID:34548295880,10.1016/j.ypmed.2007.04.015,Cumulative risk factors for adolescent alcohol misuse and its perceived consequences among 16 to 20 year old adolescents in Switzerland,Preventive Medicine,"['Adolescents', 'Alcohol', 'Consequences', 'Determinants', 'Misuse', 'Survey']",False,,False,,,,,,,True,0.04,False,no,0.0,1.0,1625,50,6.825e-05,256.5774159738794,1,typesafe/jev-1.13-20260917,gen-dec-1789843197-tAjVJVPUeU6RH8m4Hq5O,,1d16b25dcca8,2026-09-19T18:39:57+00:00
275,S400-276,SCOPUS_ID:0025807582,10.1016/s0749-3797(18)30958-9,The effects of co-worker-delivered prompts on breast self-examination frequency,American Journal Of Preventive Medicine,[],False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1533,50,6.4386e-05,266.1335000011604,1,typesafe/jev-1.13-20260917,gen-dec-1789843197-yooeXQQJoqZMCiu0y0vf,,1d16b25dcca8,2026-09-19T18:39:57+00:00
276,S400-277,SCOPUS_ID:0029559061,10.1136/jech.49.6.588,"Children with low birth weight and low gestational age in Oslo, Norway: Immigration is not the cause of increasing proportions",Journal Of Epidemiology And Community Health,[],False,,False,,,,,,,True,0.31,False,no,0.26,0.48,1655,50,6.951e-05,288.52687499602325,1,typesafe/jev-1.13-20260917,gen-dec-1789843197-8wmT9tP7qygyHDsEntLO,,1d16b25dcca8,2026-09-19T18:39:57+00:00
277,S400-278,SCOPUS_ID:0034063481,10.1006/pmed.2000.0652,Sociocultural variables in youth access to tobacco: Replication 5 years later,Preventive Medicine,"['Ethnicity', 'Racism', 'Sociocultural variables', 'Youth access to tobacco']",True,,True,,,,,,,True,0.96,True,yes,1.0,1.0,1649,50,6.9258e-05,259.84354098909535,1,typesafe/jev-1.13-20260917,gen-dec-1789843197-71GG0EQGHSOmQ16PwOuS,,1d16b25dcca8,2026-09-19T18:39:57+00:00
278,S400-279,SCOPUS_ID:0000367285,10.1093/eurpub/6.3.181,Which informal carers are most satisfied with services for dying cancer patients?,European Journal Of Public Health,"[""Consumers' characteristics"", 'Informal carers', 'Palliative care', 'Satisfaction']",True,,True,,,,,,,True,0.82,True,yes,0.94,0.88,1703,50,7.1526e-05,461.09050000086427,1,typesafe/jev-1.13-20260917,gen-dec-1789843197-bjoGHpaZ1kH4TLESkn6l,,1d16b25dcca8,2026-09-19T18:39:57+00:00
279,S400-280,SCOPUS_ID:84856837081,10.1093/eurpub/ckr198,Do smokers in Europe think all cigarettes are equally harmful-,European Journal Of Public Health,[],True,,True,,,,,,,True,0.98,True,yes,1.0,1.0,1735,50,7.287e-05,274.0709999925457,1,typesafe/jev-1.13-20260917,gen-dec-1789843197-8JdvyDQvV6ADxMVAJmOw,,1d16b25dcca8,2026-09-19T18:39:57+00:00
280,S400-281,SCOPUS_ID:0025198741,10.1093/ije/19.1.19,Silica exposure and lung cancer in ceramic workers: A case-control study,International Journal Of Epidemiology,[],False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1755,50,7.371e-05,333.4736669785343,1,typesafe/jev-1.13-20260917,gen-dec-1789843197-f4ofgZUpLAoB1msfzsoW,,1d16b25dcca8,2026-09-19T18:39:57+00:00
281,S400-282,SCOPUS_ID:0026780215,10.1093/oxfordjournals.aje.a116225,"The changing pattern of human immunodeficiency virus type 1 infection in intravenous drug users: Results of a six-year seroprevalence study in palermo, Italy",American Journal Of Epidemiology,"['Acquired immunodeficiency syndrome', 'Hepatitis B virus', 'HIV seroprevalence', 'HIV-1', 'Substance abuse, intravenous']",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1760,50,7.392e-05,298.55058298562653,1,typesafe/jev-1.13-20260917,gen-dec-1789843197-OrZOfu868BN6xuv63jEr,,1d16b25dcca8,2026-09-19T18:39:57+00:00
282,S400-283,SCOPUS_ID:67650685015,10.1016/j.ypmed.2009.04.016,Use of GIS to identify optimal settings for cancer prevention and control in African American communities,Preventive Medicine,"['African Americans', 'Breast neoplasms', 'Community health planning', 'Geographic Information Systems', 'Health education', 'Health status disparities', 'Minority health', 'Prevention and control']",True,borderline,True,,,,,,,True,0.2,False,no,0.08,0.84,1635,50,6.867e-05,292.9434579855297,1,typesafe/jev-1.13-20260917,gen-dec-1789843197-IG5M2uSiVLHSDvsBqFto,,1d16b25dcca8,2026-09-19T18:39:57+00:00
283,S400-284,SCOPUS_ID:85096151873,10.1093/ije/dyaa013,Empirical comparisons of multiple Mendelian randomization approaches in the presence of assortative mating,International Journal Of Epidemiology,"['Educational attainment', 'Height', 'Mendelian randomization', 'Non-random mating', 'Pleiotropy']",False,,False,,,,,,,True,0.07,False,no,0.01,0.99,1683,50,7.0686e-05,289.1665000061039,1,typesafe/jev-1.13-20260917,gen-dec-1789843197-KKBwm760mFJP9to6BnK1,,1d16b25dcca8,2026-09-19T18:39:57+00:00
284,S400-285,SCOPUS_ID:85060173592,10.1007/s10654-019-00482-w,Secular trends of mortality and dementia-free life expectancy over a 10-year period in France,European Journal Of Epidemiology,"['Dementia', 'Life expectancy', 'Mortality', 'Secular trends']",True,,False,these read as individual level results?,!!!,,,True,,True,0.83,True,yes,0.97,0.93,1757,50,7.3794e-05,242.93487501563504,1,typesafe/jev-1.13-20260917,gen-dec-1789843197-4PpUPOlpcG6zgzL4mSqF,,1d16b25dcca8,2026-09-19T18:39:57+00:00
