source_row,scopus_id,doi,title,journal,publication_year,keywords,corresponding_author_country,cited_by_count,policy_claim_via_terms,DB review,DB notes,EC review,EC notes,DB notes.1,Unnamed: 15,MW review,MW notes,discrepant?,db re-review,llm_policy_claim,reasoning,EC re-review,EC reasoning,Unnamed: 24,agreed_gold_standard,agreed_gold_standard_with_exclusions,exclusion reason,ok,jev_p_yes,jev_policy_claim,jev_choice,jev_choice_p_yes,jev_choice_confidence,jev_input_tokens,jev_output_tokens,jev_cost_usd,jev_latency_ms,jev_attempts,jev_model,jev_request_id,jev_error,jev_questions_hash,jev_timestamp
192,SCOPUS_ID:85131903072,10.1093/ije/dyab204,Pre-eclampsia and risk of early-childhood asthma: A register study with sibling comparison and an exploration of intermediate variables,International Journal of Epidemiology,2022.0,"['Asthma', 'caesarean section', 'child', 'epidemiology', 'intermediate', 'pre-eclampsia', 'prematurity', 'registers', 'sibling', 'small for gestational age']",Norway,3.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.03,False,no,0.0,1.0,1858,50,7.8036e-05,239.97333302395418,1,typesafe/jev-1.13-20260917,gen-dec-1789843173-7jqpztBeu2ySLyx4sxlY,,1d16b25dcca8,2026-09-19T18:39:33+00:00
193,SCOPUS_ID:0033568791,10.1093/oxfordjournals.aje.a010053,Breast cancer and oral contraceptive use in Asian-American women,American Journal of Epidemiology,1999.0,"['Asian Americans', 'Breast neoplasms', 'Contraceptives, oral', 'Transients and migrants']",United States,43.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.03,False,no,0.0,1.0,1776,50,7.4592e-05,284.1663329745643,1,typesafe/jev-1.13-20260917,gen-dec-1789843173-FuVuEWC6t8ZDN3vToTBm,,1d16b25dcca8,2026-09-19T18:39:33+00:00
194,SCOPUS_ID:0029004262,10.1093/ije/24.supplement_1.s113,The Multifund and outcome research,International Journal of Epidemiology,1995.0,[],United Kingdom,1.0,0.0,1.0,,,,,,1.0,,,,1.0,non emperical paper,True,I could not access this paper,,True,,non emperical paper,True,0.76,True,yes,0.84,0.68,1863,50,7.8246e-05,280.34033300355077,1,typesafe/jev-1.13-20260917,gen-dec-1789843173-IeYFqqyY7e4KoA2LQaG0,,1d16b25dcca8,2026-09-19T18:39:33+00:00
195,SCOPUS_ID:0025573024,10.1093/ije/19.4.953,Habitual dietary intake and glucose tolerance in euglycaemic men: The zutphen study,International Journal of Epidemiology,1990.0,[],Netherlands,134.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.04,False,no,0.0,1.0,1724,50,7.2408e-05,273.2955410028808,1,typesafe/jev-1.13-20260917,gen-dec-1789843173-QipXLf0Iwenjyh4pyHUQ,,1d16b25dcca8,2026-09-19T18:39:33+00:00
196,SCOPUS_ID:85038614533,10.1016/S2468-2667(17)30222-0,"Prediction of cervical cancer incidence in England, UK, up to 2040, under four scenarios: a modelling study",The Lancet Public Health,2018.0,[],United Kingdom,48.0,0.0,1.0,,,,,,1.0,,,,1.0,,True,,,True,True,,True,0.96,True,yes,1.0,1.0,2319,50,9.7398e-05,343.1514579860959,1,typesafe/jev-1.13-20260917,gen-dec-1789843173-IrVnu9mFDdHumNanA1bL,,1d16b25dcca8,2026-09-19T18:39:33+00:00
197,SCOPUS_ID:0025894073,10.1093/oxfordjournals.aje.a115913,Environmental contamination in child day-care centers,American Journal of Epidemiology,1991.0,"['Day care', 'Diarrhea']",United States,45.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.18,False,no,0.07,0.85,1720,50,7.224e-05,344.6087919874117,1,typesafe/jev-1.13-20260917,gen-dec-1789843173-pBbxjDSbqQKruuJQMDuj,,1d16b25dcca8,2026-09-19T18:39:33+00:00
198,SCOPUS_ID:13244252207,10.1093/eurpub/14.4.390,"Sociodemographic and health behaviour factors associated with obesity in adult populations in Estonia, Finland and Lithuania",European Journal of Public Health,2004.0,"['Health behaviour', 'Obesity', 'Sociodemographic factors']",Finland,37.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.03,False,no,0.0,1.0,1736,50,7.2912e-05,282.8273749910295,1,typesafe/jev-1.13-20260917,gen-dec-1789843173-z205evC5abMo8O9EVgu5,,1d16b25dcca8,2026-09-19T18:39:33+00:00
199,SCOPUS_ID:0037564783,10.2105/AJPH.93.6.963,The Efficacy of a Relationship-Based HIV/STD Prevention Program for Heterosexual Couples,American Journal of Public Health,2003.0,[],United States,196.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.06,False,no,0.0,1.0,1528,50,6.4176e-05,1159.9365000147372,1,typesafe/jev-1.13-20260917,gen-dec-1789843174-VcRYNjHft3MbUcTIYLHw,,1d16b25dcca8,2026-09-19T18:39:34+00:00
200,SCOPUS_ID:0030770295,10.1097/00001648-199710000-00006,Dioxin exposure and cancer risk: A 15-year mortality study after the 'Seveso accident',Epidemiology,1997.0,"['Digestive cancer', 'Dioxins', 'Environmental health', 'Industrial disasters', 'Leukemia', 'Lymphoma', 'Mortality', 'Neoplasms']",Italy,118.0,0.0,0.0,,,,,,,,,,0.0,,False,,,False,False,,True,0.03,False,no,0.0,1.0,1865,50,7.833e-05,297.84112502238713,1,typesafe/jev-1.13-20260917,gen-dec-1789843173-UgSnFqW7NJZSVYzhXrBQ,,1d16b25dcca8,2026-09-19T18:39:34+00:00
201,SCOPUS_ID:0036311484,10.2105/AJPH.92.8.1305,Reverberations of family illness: A longitudinal assessment of informal caregiving and mental health status in the nurses' health study,American Journal of Public Health,2002.0,[],United States,135.0,0.0,0.0,,,,,,,,,,0.0,,False,,,False,False,,True,0.03,False,no,0.0,1.0,1569,50,6.5898e-05,261.2253750266973,1,typesafe/jev-1.13-20260917,gen-dec-1789843173-dBk6Es9qMvmVWy1ow4xu,,1d16b25dcca8,2026-09-19T18:39:34+00:00
202,SCOPUS_ID:77955943594,10.1136/jech.2008.085936,Estimates of sexual partnership dynamics: Extending negative and positive gaps to status lengths,Journal of Epidemiology & Community Health,2010.0,[],United States,3.0,0.0,0.0,,,,,,,,,,0.0,,False,,,False,False,,True,0.06,False,no,0.0,0.99,1671,50,7.0182e-05,268.281416996615,1,typesafe/jev-1.13-20260917,gen-dec-1789843173-8t9j0KEGgYiorgyKc3pq,,1d16b25dcca8,2026-09-19T18:39:34+00:00
203,SCOPUS_ID:0035709540,10.1093/ije/30.6.1233,On the importance-and the unimportance-of birthweight,International Journal of Epidemiology,2001.0,"['Analytical methods', 'Birthweight', 'Fetal growth', 'Gestational age', 'Infant mortality', 'Intrauterine growth retardation', 'Low birthweight', 'Small for gestational age']",United States,666.0,0.0,0.0,,,,,,,,,,0.0,,False,,,False,False,,True,0.07,False,no,0.0,0.99,1597,50,6.7074e-05,332.8939999919385,1,typesafe/jev-1.13-20260917,gen-dec-1789843173-Ucl2vt5dkH8ilon6ddKQ,,1d16b25dcca8,2026-09-19T18:39:34+00:00
