source_row,review_id,source_row_index,scopus_id,doi,title,journal,publication_year,design_title,design_abstract,design_strict,design_keywords,design_combined,design_combined_unambiguous,is_methodological,is_excluded_sensitivity,is_policy_analysis_eval,is_methods_qe,llm_policy_claim,keywords,manual_check1,manual_check2,ok,jev_p_yes,jev_policy_claim,jev_choice,jev_choice_p_yes,jev_choice_confidence,jev_input_tokens,jev_output_tokens,jev_cost_usd,jev_latency_ms,jev_attempts,jev_model,jev_request_id,jev_error,jev_questions_hash,jev_timestamp
46,DES-047,41584,SCOPUS_ID:36549007719,10.1016/j.ypmed.2007.07.025,R-rated film viewing and adolescent smoking,Preventive Medicine,2007,Other/None,Cross-sectional,Cross-sectional,Other/None,Cross-sectional,Cross-sectional,FALSE,FALSE,FALSE,FALSE,FALSE,Adolescent; Intention; Motion pictures; Smoking,,,TRUE,0.04,FALSE,no,0,1,1683,50,7.0686e-5,318.28299999999996,,typesafe/jev-1.13-20260917,gen-dec-1789843829-RQYHHmf0yVP9Bl1hGO4t,,1d16b25dcca8,2026-09-19T18:50:35+0000
47,DES-048,31882,SCOPUS_ID:0034763698,10.1093/ije/30.suppl_1.s59,Differences in cardiovascular disease mortality and major risk factors between districts in Oslo. An ecological analysis,International Journal Of Epidemiology,2001,Ecological / Time-series,Other/None,Ecological / Time-series,Other/None,Ecological / Time-series,Ecological / Time-series,FALSE,FALSE,FALSE,FALSE,FALSE,Blood pressure; Cardiovascular mortality; Coronary heart disease; Lipids; Risk factors; Smoking; Socioeconomic factors,,,TRUE,0.03,FALSE,no,0,1,1696,50,7.1232e-5,229.91,,typesafe/jev-1.13-20260917,gen-dec-1789843829-5egyqDAJdodnKKCyK95d,,1d16b25dcca8,2026-09-19T18:50:35+0000
48,DES-049,5503,SCOPUS_ID:84861413864,10.1093/aje/kwr467,"Genetic variants on 15q25.1, smoking, and lung cancer: An assessment of mediation and interaction",American Journal Of Epidemiology,2012,Other/None,Case-control,Case-control,Other/None,Case-control,Case-control,FALSE,FALSE,FALSE,FALSE,FALSE,gene-environment interaction; lung neoplasms; mediation; pathway analysis; smoking,,,TRUE,0.02,FALSE,no,0,1,1847,50,7.7574e-5,349.12,,typesafe/jev-1.13-20260917,gen-dec-1789843829-mbtEzurdyCHGUOudT8fQ,,1d16b25dcca8,2026-09-19T18:50:35+0000
49,DES-050,23339,SCOPUS_ID:84992365394,10.1097/ede.0000000000000580,Daylight savings time transitions and the incidence rate of unipolar depressive episodes,Epidemiology,2017,Other/None,Ecological / Time-series,Ecological / Time-series,Other/None,Ecological / Time-series,Ecological / Time-series,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.03,FALSE,no,0,1,1687,50,7.0854e-5,331.34000000000003,,typesafe/jev-1.13-20260917,gen-dec-1789843829-NsGxJtxuDsAIS1wCUbAd,,1d16b25dcca8,2026-09-19T18:50:35+0000
50,DES-051,3415,SCOPUS_ID:3442877527,10.1093/aje/kwh190,Impact of a financial incentive on case and control participation in a telephone interview,American Journal Of Epidemiology,2004,Other/None,Other/None,Other/None,Case-control,Case-control,Case-control,TRUE,TRUE,FALSE,TRUE,FALSE,Case-control studies; Colorectal neoplasms; Epidemiologic methods,,,TRUE,0.09,FALSE,no,0.01,0.98,1679,50,7.0518e-5,343.949,,typesafe/jev-1.13-20260917,gen-dec-1789843829-E8lHP8jxURGX2GeywGQs,,1d16b25dcca8,2026-09-19T18:50:35+0000
51,DES-052,19213,SCOPUS_ID:84943808029,10.2105/ajph.2015.302765,What women want: A qualitative study of contraception in jail,American Journal Of Public Health,2015,Qualitative,Other/None,Qualitative,Other/None,Qualitative,Qualitative,FALSE,FALSE,FALSE,FALSE,TRUE,,,,TRUE,0.94,TRUE,yes,1,0.99,1545,50,6.489e-5,351.43600000000004,,typesafe/jev-1.13-20260917,gen-dec-1789843829-AFi6JTkZhGv7e0kgHQjV,,1d16b25dcca8,2026-09-19T18:50:35+0000
52,DES-053,29781,SCOPUS_ID:85147457833,10.1093/eurpub/ckac133,Women's health in migrant populations: A qualitative study in France,European Journal Of Public Health,2023,Qualitative,Other/None,Qualitative,Other/None,Qualitative,Qualitative,FALSE,FALSE,FALSE,FALSE,TRUE,,,,TRUE,0.85,TRUE,yes,0.98,0.96,1673,50,7.0266e-5,304.232,,typesafe/jev-1.13-20260917,gen-dec-1789843829-ce8VlgqJwvy3aeLH8zgs,,1d16b25dcca8,2026-09-19T18:50:35+0000
53,DES-054,23807,SCOPUS_ID:85128245611,10.1097/ede.0000000000001464,"Long-term Exposure to Fine Particulate Matter and Mortality A Longitudinal Cohort Study of 400,459 Adults",Epidemiology,2022,Cohort,Cohort,Cohort,Other/None,Cohort,Cohort,FALSE,FALSE,FALSE,FALSE,FALSE,Adults; Long-term exposure; Mortality; PM air pollution 2.5; Taiwan,,,TRUE,0.05,FALSE,no,0,1,1744,50,7.3248e-5,248.03300000000002,,typesafe/jev-1.13-20260917,gen-dec-1789843829-JXjvx3AQgyN3cfThzzUI,,1d16b25dcca8,2026-09-19T18:50:35+0000
54,DES-055,20081,SCOPUS_ID:85040615105,10.2105/ajph.2017.304108,Effect of the Affordable Care Act on Breastfeeding Outcomes,American Journal Of Public Health,2018,Other/None,Quasi-experimental,Quasi-experimental,Other/None,Quasi-experimental,Quasi-experimental,FALSE,TRUE,FALSE,TRUE,FALSE,,,,TRUE,0.64,TRUE,yes,0.7,0.4,1598,50,6.7116e-5,295.212,,typesafe/jev-1.13-20260917,gen-dec-1789843829-yLJw2qA8aZ8pDIoJJStT,,1d16b25dcca8,2026-09-19T18:50:35+0000
55,DES-056,963,SCOPUS_ID:0027993023,10.1093/oxfordjournals.aje.a117296,"Parity, contraception, infertility, and the risk of epithelial ovarian cancer",American Journal Of Epidemiology,1994,Other/None,Case-control,Case-control,Other/None,Case-control,Case-control,FALSE,FALSE,FALSE,FALSE,FALSE,Contraception; Infertility; Ovarian neoplasms; Parity; Pregnancy; Reproduction; Retrospective studies,,,TRUE,0.03,FALSE,no,0,1,1652,50,6.9384e-5,284.026,,typesafe/jev-1.13-20260917,gen-dec-1789843829-tZ1nrnnH4tN5poHUdBc6,,1d16b25dcca8,2026-09-19T18:50:35+0000
56,DES-057,17202,SCOPUS_ID:43049167431,10.2105/ajph.2007.113639,Reduction of state victim compensation disparities in disadvantaged crime victims through active outreach and assistance: A randomized trial,American Journal Of Public Health,2008,Experimental,Experimental,Experimental,Other/None,Experimental,Experimental,FALSE,FALSE,FALSE,FALSE,TRUE,,,,TRUE,0.97,TRUE,yes,1,1,1570,50,6.594e-5,342.001,,typesafe/jev-1.13-20260917,gen-dec-1789843829-naavA4kh0uPynT93sw2A,,1d16b25dcca8,2026-09-19T18:50:35+0000
57,DES-058,27739,SCOPUS_ID:68449090003,10.1093/eurpub/ckp061,"Television exposure is related to fear of avian flu, an Ecological Study across 23 member states of the European Union",European Journal Of Public Health,2009,Ecological / Time-series,Ecological / Time-series,Ecological / Time-series,Ecological / Time-series,Ecological / Time-series,Ecological / Time-series,FALSE,FALSE,FALSE,FALSE,FALSE,Avian influenza (H5N1); Ecological study; Fear; Pandemic; Television exposure,,,TRUE,0.51,TRUE,yes,0.57,0.14,1516,50,6.3672e-5,288.558,,typesafe/jev-1.13-20260917,gen-dec-1789843829-L2BDMxPdQxVL5PRAJIdm,,1d16b25dcca8,2026-09-19T18:50:35+0000
58,DES-059,22498,SCOPUS_ID:49849100273,10.1097/ede.0b013e3181761fa3,Prepregnant obesity and risks of selected Birth Defects in Offspring,Epidemiology,2008,Other/None,Case-control,Case-control,Other/None,Case-control,Case-control,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.03,FALSE,no,0,1,1747,50,7.3374e-5,292.704,,typesafe/jev-1.13-20260917,gen-dec-1789843829-5YKHD4bXXfPnamgBya1s,,1d16b25dcca8,2026-09-19T18:50:35+0000
59,DES-060,37147,SCOPUS_ID:79952334191,10.1136/jech.2009.094847,Deaths in collective dwellings and inequalities in small-area mortality: An ecological study in the Madrid region (Spain),Journal Of Epidemiology And Community Health,2011,Ecological / Time-series,Ecological / Time-series,Ecological / Time-series,Other/None,Ecological / Time-series,Ecological / Time-series,FALSE,FALSE,FALSE,FALSE,TRUE,,,,TRUE,0.87,TRUE,yes,0.98,0.96,1767,50,7.4214e-5,254.62800000000001,,typesafe/jev-1.13-20260917,gen-dec-1789843829-LETQzipQyBhdqsmXyD6S,,1d16b25dcca8,2026-09-19T18:50:35+0000
60,DES-061,12640,SCOPUS_ID:85121231252,10.1016/j.amepre.2021.08.030,Access to Contraceptives in School-Based Health Centers: Progress and Opportunities,American Journal Of Preventive Medicine,2022,Other/None,Cross-sectional,Cross-sectional,Other/None,Cross-sectional,Cross-sectional,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.51,TRUE,yes,0.51,0.03,1724,50,7.2408e-5,244.60999999999999,,typesafe/jev-1.13-20260917,gen-dec-1789843829-ubl65C36AAX2TTE52adJ,,1d16b25dcca8,2026-09-19T18:50:35+0000
61,DES-062,33615,SCOPUS_ID:85030458185,10.1093/ije/dyx043,Epidemiology of sudden cardiac death in Cameroon: The first population-based cohort survey in sub-Saharan Africa,International Journal Of Epidemiology,2017,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,FALSE,FALSE,FALSE,FALSE,FALSE,SCD epidemiology; SCD incidence; Sub-Saharan Africa; Sudden cardiac death,,,TRUE,0.47,FALSE,no,0.47,0.05,1741,50,7.3122e-5,353.966,,typesafe/jev-1.13-20260917,gen-dec-1789843829-UoT3xeEpFK6MkyA29SBG,,1d16b25dcca8,2026-09-19T18:50:35+0000
62,DES-063,17921,SCOPUS_ID:80053003417,10.2105/ajph.2010.197285,"Social support, exposure to violence and transphobia, and correlates of depression among male-to-female transgender women with a history of sex work",American Journal Of Public Health,2011,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,FALSE,FALSE,FALSE,FALSE,TRUE,,,,TRUE,0.86,TRUE,yes,0.98,0.97,1582,50,6.6444e-5,306.50500000000005,,typesafe/jev-1.13-20260917,gen-dec-1789843829-clPfs6AY4IOKUuS8PF2X,,1d16b25dcca8,2026-09-19T18:50:35+0000
63,DES-064,43792,SCOPUS_ID:85016251533,10.1016/j.ypmed.2017.03.019,Acculturation and weight change in Asian-American children: Evidence from the ECLS-K:2011,Preventive Medicine,2017,Other/None,Cohort,Cohort,Other/None,Cohort,Cohort,FALSE,FALSE,FALSE,FALSE,TRUE,Acculturation; Asian; Child; Ethnicity; Longitudinal; Overweight and obesity,,,TRUE,0.94,TRUE,yes,1,0.99,1756,50,7.3752e-5,337.60200000000003,,typesafe/jev-1.13-20260917,gen-dec-1789843829-fgMPOYhFCmTdps4vmOZk,,1d16b25dcca8,2026-09-19T18:50:35+0000
64,DES-065,39784,SCOPUS_ID:0027997439,10.1006/pmed.1994.1064,Hispanic/white differences in dietary fat intake among low educated adults and children,Preventive Medicine,1994,Other/None,Cross-sectional,Cross-sectional,Other/None,Cross-sectional,Cross-sectional,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.88,TRUE,yes,0.99,0.97,1780,50,7.476e-5,263.514,,typesafe/jev-1.13-20260917,gen-dec-1789843829-La0Tok0gDEtgsswr4ptz,,1d16b25dcca8,2026-09-19T18:50:35+0000
65,DES-066,14414,SCOPUS_ID:0029120834,10.2105/ajph.85.8_pt_1.1153,Risk factors for homelessness among women with schizophrenia,American Journal Of Public Health,1995,Other/None,Case-control,Case-control,Other/None,Case-control,Case-control,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.02,FALSE,no,0,1,1491,50,6.2622e-5,270.04699999999997,,typesafe/jev-1.13-20260917,gen-dec-1789843829-UWA8tS9CO2DXAbrdvEey,,1d16b25dcca8,2026-09-19T18:50:35+0000
66,DES-067,19372,SCOPUS_ID:84937397113,10.2105/ajph.2015.302578,Mandated coverage of preventive care and reduction in disparities: Evidence from colorectal cancer screening,American Journal Of Public Health,2015,Other/None,Quasi-experimental,Quasi-experimental,Other/None,Quasi-experimental,Quasi-experimental,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.43,FALSE,no,0.35,0.31,1605,50,6.741e-5,287.213,,typesafe/jev-1.13-20260917,gen-dec-1789843829-bJ4mNnvwTet9Xb2ZfzbV,,1d16b25dcca8,2026-09-19T18:50:35+0000
67,DES-068,38521,SCOPUS_ID:85102513162,10.1136/jech-2020-215836,Longitudinal effects of perinatal social support on maternal depression: A marginal structural modelling approach,Journal Of Epidemiology And Community Health,2021,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,FALSE,FALSE,FALSE,FALSE,TRUE,depression; developing country; maternal health; psychosocial factors,,,TRUE,0.9,TRUE,yes,0.99,0.99,1720,50,7.224e-5,408.67199999999997,,typesafe/jev-1.13-20260917,gen-dec-1789843829-PbdrGjN8mEHjiCmUImSL,,1d16b25dcca8,2026-09-19T18:50:35+0000
68,DES-069,44221,SCOPUS_ID:85071352155,10.1016/j.ypmed.2019.105776,Does the built environment influence the effectiveness of behavioral weight management interventions?,Preventive Medicine,2019,Other/None,Quasi-experimental,Quasi-experimental,Other/None,Quasi-experimental,Quasi-experimental,FALSE,TRUE,FALSE,TRUE,FALSE,Built environment; Fitness facility; Intervention; Neighborhood; Obesity; Park; Walkability; Weight loss,,,TRUE,0.04,FALSE,no,0,1,1713,50,7.1946e-5,305.21700000000004,,typesafe/jev-1.13-20260917,gen-dec-1789843829-gUCkeVL40izmiQ1dyIKf,,1d16b25dcca8,2026-09-19T18:50:35+0000
69,DES-070,25469,SCOPUS_ID:38649097199,10.1007/s10654-007-9216-0,"Prior health care utilization as a potential determinant of enrollment in a 21-year prospective study, the Millennium Cohort Study",European Journal Of Epidemiology,2008,Cohort,Cohort,Cohort,Cohort,Cohort,Cohort,FALSE,FALSE,FALSE,FALSE,FALSE,Cohort studies; Military medicine; Military personnel; Response bias; Veterans,,,TRUE,0.03,FALSE,no,0,1,1590,50,6.678e-5,258.216,,typesafe/jev-1.13-20260917,gen-dec-1789843830-spFVE4eFSy1sYGbp13yo,,1d16b25dcca8,2026-09-19T18:50:35+0000
70,DES-071,16370,SCOPUS_ID:2542431296,10.2105/ajph.94.6.1049,What patients expect from complementary therapy: A qualitative study,American Journal Of Public Health,2004,Qualitative,Other/None,Qualitative,Other/None,Qualitative,Qualitative,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.19,FALSE,no,0.12,0.76,1496,50,6.2832e-5,320.521,,typesafe/jev-1.13-20260917,gen-dec-1789843830-SJWW90PgUF8CkxbvfPbe,,1d16b25dcca8,2026-09-19T18:50:35+0000
71,DES-072,1928,SCOPUS_ID:0032527827,10.1093/oxfordjournals.aje.a009618,"Occupational status and cardiovascular disease risk factors in the rapidly developing, high-risk population of Mauritius",American Journal Of Epidemiology,1998,Other/None,Other/None,Other/None,Cross-sectional,Cross-sectional,Cross-sectional,FALSE,FALSE,FALSE,FALSE,FALSE,Cardiovascular diseases; Cross-sectional studies; Occupations; Risk factors; Socioeconomic factors,,,TRUE,0.61,TRUE,yes,0.76,0.51,1713,50,7.1946e-5,275.18399999999997,,typesafe/jev-1.13-20260917,gen-dec-1789843830-jUQ45Kq5cMVkvmDgmIE0,,1d16b25dcca8,2026-09-19T18:50:35+0000
72,DES-073,2624,SCOPUS_ID:0035887888,10.1093/aje/154.8.687,Limitations of the case-only design for identifying gene-environment interactions,American Journal Of Epidemiology,2001,Other/None,Case-control,Case-control,Cohort,Case-control,Case-control,TRUE,TRUE,FALSE,TRUE,FALSE,Case-control studies; Cohort studies; Environment; Genes; Genetics,,,TRUE,0.09,FALSE,no,0.04,0.91,1566,50,6.5772e-5,377.676,,typesafe/jev-1.13-20260917,gen-dec-1789843830-ewkzdEwyE5SRH8gQ70J7,,1d16b25dcca8,2026-09-19T18:50:35+0000
73,DES-074,22018,SCOPUS_ID:1542682328,10.1097/01.ede.0000086881.84657.98,Sun exposure as a risk factor for nuclear cataract,Epidemiology,2003,Other/None,Case-control,Case-control,Other/None,Case-control,Case-control,FALSE,FALSE,FALSE,FALSE,FALSE,Cataract; Ultraviolet radiation,,,TRUE,0.03,FALSE,no,0,1,1616,50,6.7872e-5,283.773,,typesafe/jev-1.13-20260917,gen-dec-1789843830-1vJLLqcC1d48vFxOzkl3,,1d16b25dcca8,2026-09-19T18:50:35+0000
74,DES-075,18674,SCOPUS_ID:84874058630,10.2105/ajph.2012.300917,"Impact evaluation of a public bicycle share program on cycling: A case example of BIXI in Montreal, Quebec",American Journal Of Public Health,2013,Other/None,Quasi-experimental,Quasi-experimental,Other/None,Quasi-experimental,Quasi-experimental,FALSE,TRUE,TRUE,TRUE,FALSE,,,,TRUE,0.12,FALSE,no,0.01,0.98,1617,50,6.7914e-5,277.211,,typesafe/jev-1.13-20260917,gen-dec-1789843830-OztKqPs7ebSD4BSHkx18,,1d16b25dcca8,2026-09-19T18:50:35+0000
75,DES-076,3219,SCOPUS_ID:0037675048,10.1093/aje/kwg083,Changes in smoking status affect women more than men: Results of the lung health study,American Journal Of Epidemiology,2003,Other/None,Experimental,Experimental,Experimental,Experimental,Experimental,FALSE,FALSE,FALSE,FALSE,FALSE,"Clinical trials; Lung diseases, obstructive; Sex; Smoking cessation; Spirometry",,,TRUE,0.07,FALSE,no,0,0.99,1678,50,7.0476e-5,286.59299999999996,,typesafe/jev-1.13-20260917,gen-dec-1789843830-wGwBKmFHjzcGfR4CbqIx,,1d16b25dcca8,2026-09-19T18:50:35+0000
76,DES-077,24421,SCOPUS_ID:0032774187,10.1023/a:1007581907654,Cigarette smoking and risk of benign proliferative epithelial disorders of the breast,European Journal Of Epidemiology,1999,Other/None,Experimental,Experimental,Other/None,Experimental,Experimental,FALSE,FALSE,FALSE,FALSE,FALSE,Benign breast disease; Breast cancer; Cigarette smoking,,,TRUE,0.02,FALSE,no,0,1,1702,50,7.1484e-5,323.69599999999997,,typesafe/jev-1.13-20260917,gen-dec-1789843830-spPtxB5uOhB3bc4sWM5B,,1d16b25dcca8,2026-09-19T18:50:35+0000
77,DES-078,29648,SCOPUS_ID:85180011747,10.1093/eurpub/ckad157,Effective policies to promote sugar reduction in soft drinks: lessons from a comparison of six European countries,European Journal Of Public Health,2023,Other/None,Quasi-experimental,Quasi-experimental,Other/None,Quasi-experimental,Quasi-experimental,FALSE,TRUE,FALSE,TRUE,FALSE,,,,TRUE,0.32,FALSE,no,0.2,0.6,1751,50,7.3542e-5,296.811,,typesafe/jev-1.13-20260917,gen-dec-1789843830-9jQhrykamJDhAWECkkXd,,1d16b25dcca8,2026-09-19T18:50:35+0000
78,DES-079,9824,SCOPUS_ID:77952393513,10.1016/j.amepre.2010.02.008,Chlamydia Screening and Pelvic Inflammatory Disease. Insights from Exploratory Time-Series Analyses,American Journal Of Preventive Medicine,2010,Ecological / Time-series,Ecological / Time-series,Ecological / Time-series,Other/None,Ecological / Time-series,Ecological / Time-series,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.17,FALSE,no,0.04,0.92,1763,50,7.4046e-5,265.32800000000003,,typesafe/jev-1.13-20260917,gen-dec-1789843830-MGG3gPBaoOnPSCMXDgmw,,1d16b25dcca8,2026-09-19T18:50:35+0000
79,DES-080,15292,SCOPUS_ID:0031661866,10.2105/ajph.88.10.1503,Misclassification rates for current smokers misclassified as nonsmokers,American Journal Of Public Health,1998,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.17,FALSE,no,0.1,0.79,1616,50,6.7872e-5,312.555,,typesafe/jev-1.13-20260917,gen-dec-1789843830-PqiLcOxfgoPtNmqQD5WG,,1d16b25dcca8,2026-09-19T18:50:35+0000
80,DES-081,5990,SCOPUS_ID:84900341226,10.1093/aje/kwu031,Self-reported whole-grain intake and plasma alkylresorcinol concentrations in combination in relation to the incidence of colorectal cancer,American Journal Of Epidemiology,2014,Other/None,Case-control,Case-control,Other/None,Case-control,Case-control,FALSE,FALSE,FALSE,FALSE,FALSE,biological markers; cereals; colorectal neoplasms; questionnaire,,,TRUE,0.04,FALSE,no,0,1,1748,50,7.3416e-5,258.09,,typesafe/jev-1.13-20260917,gen-dec-1789843830-ud1o0H9f2n9H0l6WxruJ,,1d16b25dcca8,2026-09-19T18:50:35+0000
81,DES-082,4994,SCOPUS_ID:77952344839,10.1093/aje/kwq039,Helmet use and risk of neck injury in skiers and snowboarders,American Journal Of Epidemiology,2010,Other/None,Case-control,Case-control,Other/None,Case-control,Case-control,FALSE,FALSE,FALSE,FALSE,FALSE,Head protective devices; Neck; Skiing; Sports; Wounds and injuries,,,TRUE,0.05,FALSE,no,0,1,1732,50,7.2744e-5,282.763,,typesafe/jev-1.13-20260917,gen-dec-1789843830-COv9sAt7gB48crMvQaPk,,1d16b25dcca8,2026-09-19T18:50:35+0000
82,DES-083,34339,SCOPUS_ID:85144587054,10.1093/ije/dyac093,A secondary data analysis of a cluster randomized controlled trial: improved cookstoves associated with reduction in incidence of low birthweight in rural Malawi,International Journal Of Epidemiology,2022,Experimental,Experimental,Experimental,Other/None,Experimental,Experimental,FALSE,FALSE,FALSE,FALSE,FALSE,birth outcomes; birthweight; cookstove; household pollution; Maternal health; neonatal health,,,TRUE,0.64,TRUE,yes,0.78,0.56,1750,50,7.35e-5,305.789,,typesafe/jev-1.13-20260917,gen-dec-1789843830-FYLjrGM0BWtKdVmBCEaZ,,1d16b25dcca8,2026-09-19T18:50:35+0000
83,DES-084,440,SCOPUS_ID:0026021709,10.1093/oxfordjournals.aje.a115806,Nonresponse and intensity of follow-up in an epidemiologic study of vietnam-era veterans,American Journal Of Epidemiology,1991,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,TRUE,TRUE,FALSE,TRUE,FALSE,Bias; Epidemiologic methods; Follow-up studies,,,TRUE,0.03,FALSE,no,0,1,1675,50,7.035e-5,339.76099999999997,,typesafe/jev-1.13-20260917,gen-dec-1789843830-EzF0fxusa5RvzzFD3ldy,,1d16b25dcca8,2026-09-19T18:50:35+0000
84,DES-085,30607,SCOPUS_ID:0028159236,10.1093/ije/23.5.1082,"The epidemiology of melioidosis in Ubon Ratchatani, Northeast Thailand",International Journal Of Epidemiology,1994,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.12,FALSE,no,0.02,0.96,1829,50,7.6818e-5,479.354,,typesafe/jev-1.13-20260917,gen-dec-1789843830-HMPEG8Cw6LAJ9kgG8BvB,,1d16b25dcca8,2026-09-19T18:50:35+0000
85,DES-086,36657,SCOPUS_ID:39649096956,10.1136/jech.2006.051953,Changes in leisure time and occupational physical activity over 8 years: The Cornellà Health Interview Survey Follow-Up Study,Journal Of Epidemiology And Community Health,2008,Cohort,Cohort,Cohort,Other/None,Cohort,Cohort,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.03,FALSE,no,0,1,1716,50,7.2072e-5,261.237,,typesafe/jev-1.13-20260917,gen-dec-1789843830-PZSro8Oz0IRTeOCNYLJq,,1d16b25dcca8,2026-09-19T18:50:35+0000
86,DES-087,39935,SCOPUS_ID:0029924164,10.1006/pmed.1996.0038,Two sequential randomized trials of community participation to recruit women for mammographic screening,Preventive Medicine,1996,Experimental,Other/None,Experimental,Other/None,Experimental,Experimental,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.37,FALSE,no,0.27,0.46,1645,50,6.909e-5,356.361,,typesafe/jev-1.13-20260917,gen-dec-1789843830-iRW0X87ZB4Ob9Ej9flh0,,1d16b25dcca8,2026-09-19T18:50:35+0000
