source_row,review_id,scopus_id,doi,title,journal,keywords,DB_policy_claim,db notes,EC_policy_claim,ec notes,concordance,...13,...14,db_double_checked,...16,ok,jev_p_yes,jev_policy_claim,jev_choice,jev_choice_p_yes,jev_choice_confidence,jev_input_tokens,jev_output_tokens,jev_cost_usd,jev_latency_ms,jev_attempts,jev_model,jev_request_id,jev_error,jev_questions_hash,jev_timestamp
222,S400-223,SCOPUS_ID:70350221936,10.1136/jech.2008.081208,Costs of Mediterranean and western dietary patterns in a Spanish cohort and their relationship with prospective weight change,Journal Of Epidemiology And Community Health,[],TRUE,,TRUE,,,,,,,TRUE,0.64,TRUE,yes,0.81,0.62,1722,50,7.2324e-5,432.781,,typesafe/jev-1.13-20260917,gen-dec-1789843892-17YJUqX0LvqS6cHunIlt,,1d16b25dcca8,2026-09-19T18:51:39+0000
223,S400-224,SCOPUS_ID:84922386467,10.1093/aje/kwu276,A cautionary note about estimating effects of secondary exposures in cohort studies,American Journal Of Epidemiology,"['Bias (epidemiology)', 'Cohort studies', 'Directed acyclic graph', 'Epidemiologic methods', 'Oversampling']",FALSE,,FALSE,,,,,,,TRUE,0.18,FALSE,no,0.17,0.65,1632,50,6.8544e-5,296.85699999999997,,typesafe/jev-1.13-20260917,gen-dec-1789843892-mRykYTeLNfdW2vFThgKm,,1d16b25dcca8,2026-09-19T18:51:39+0000
224,S400-225,SCOPUS_ID:0026785623,10.1136/jech.46.5.532,Prediction of general practice workload from census based social deprivation scores,Journal Of Epidemiology And Community Health,[],TRUE,,TRUE,,,,,,,TRUE,0.98,TRUE,yes,1,1,1639,50,6.8838e-5,376.367,,typesafe/jev-1.13-20260917,gen-dec-1789843892-AbB5348kHnahnG3ytZhK,,1d16b25dcca8,2026-09-19T18:51:39+0000
225,S400-226,SCOPUS_ID:85202584433,10.1016/j.ypmed.2024.108096,Association of immigrant status with self-rated health in Spain: 2014–2020,Preventive Medicine,"['Immigrant status', 'Self-rated health', 'Sex/gender', 'Social inequalities', 'Social support']",TRUE,,FALSE,I think they call for more research?,!!!,,,FALSE,,TRUE,0.26,FALSE,no,0.18,0.64,1712,50,7.1904e-5,487.202,,typesafe/jev-1.13-20260917,gen-dec-1789843892-ikjF1hOt8SmEKxIXnCv4,,1d16b25dcca8,2026-09-19T18:51:39+0000
226,S400-227,SCOPUS_ID:0028200351,10.1093/ije/23.3.592,Should years lost always be equated with life expectancy?,International Journal Of Epidemiology,[],FALSE,,FALSE,,,,,,,TRUE,0.04,FALSE,no,0,1,1628,50,6.8376e-5,307.342,,typesafe/jev-1.13-20260917,gen-dec-1789843892-aGCM36hkClDvLIEXpAOk,,1d16b25dcca8,2026-09-19T18:51:39+0000
227,S400-228,SCOPUS_ID:0025365959,10.1016/0091-7435(90)90024-E,Diet and coronary heart disease risk factors in a population with varied intake,Preventive Medicine,[],FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1537,50,6.4554e-5,380.34299999999996,,typesafe/jev-1.13-20260917,gen-dec-1789843892-QR9lSIQ7N671p6FygO7C,,1d16b25dcca8,2026-09-19T18:51:39+0000
228,S400-229,SCOPUS_ID:85042707770,10.1093/ije/dyx095,"Maternal consumption of artificially sweetened beverages during pregnancy, and offspring growth through 7 years of age: A prospective cohort study",International Journal Of Epidemiology,"['Artificially sweetened beverages', 'Obesity', 'Pregnancy', 'Sugar-sweetened beverages']",FALSE,,FALSE,,,,,,,TRUE,0.05,FALSE,no,0,1,1815,50,7.623e-5,277.677,,typesafe/jev-1.13-20260917,gen-dec-1789843892-VpZxB6SpFN4rcg4RqSBV,,1d16b25dcca8,2026-09-19T18:51:39+0000
229,S400-230,SCOPUS_ID:27744597027,10.1007/s10654-005-3634-7,Heterogeneity of prognostic profiles in non-small cell lung cancer: Too many variables but a few relevant,European Journal Of Epidemiology,"['Follow up studies', 'Lung cancer', 'Non-small cell lung cancer', 'Prognostic research', 'Risk factor', 'Survival']",FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1667,50,7.0014e-5,376.197,,typesafe/jev-1.13-20260917,gen-dec-1789843892-Ua3eNbE7zlQSKZvJvGoB,,1d16b25dcca8,2026-09-19T18:51:39+0000
230,S400-231,SCOPUS_ID:85049076037,10.1097/EDE.0000000000000715,Association Between Long-term Exposure to Traffic-related Air Pollution and Inflammatory and Thrombotic Markers in Middle-aged Adults,Epidemiology,[],FALSE,,FALSE,,,,,,,TRUE,0.04,FALSE,no,0,1,1864,50,7.8288e-5,247.149,,typesafe/jev-1.13-20260917,gen-dec-1789843892-6PdeomoigN73lXRcYvgx,,1d16b25dcca8,2026-09-19T18:51:39+0000
231,S400-232,SCOPUS_ID:0035169424,10.2105/AJPH.91.1.150,Trends in adolescent suicide: Misclassification bias?,American Journal Of Public Health,[],TRUE,borderline,FALSE,their point is about data only?,!!!,,,FALSE,,TRUE,0.35,FALSE,no,0.37,0.27,1531,50,6.4302e-5,286.33,,typesafe/jev-1.13-20260917,gen-dec-1789843892-qcL6Nk52zIXiM7mMPYFr,,1d16b25dcca8,2026-09-19T18:51:39+0000
232,S400-233,SCOPUS_ID:85084103403,10.1093/EURPUB/CKZ122,Education level and hospitalization for ambulatory care sensitive conditions: An education approach is required,European Journal Of Public Health,[],TRUE,,TRUE,,,,,,,TRUE,0.9,TRUE,yes,0.99,0.98,1762,50,7.4004e-5,307.936,,typesafe/jev-1.13-20260917,gen-dec-1789843892-MIbsrpSCFvwhLm2J8Iiy,,1d16b25dcca8,2026-09-19T18:51:39+0000
233,S400-234,SCOPUS_ID:7944224013,10.1016/j.ypmed.2004.04.041,"Race, ethnicity, and sociocultural characteristics predict noncompliance with lipid-lowering medications",Preventive Medicine,"['Dyslipidemia', 'Ethnicity', 'Race']",FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1752,50,7.3584e-5,370.594,,typesafe/jev-1.13-20260917,gen-dec-1789843892-uCAa66OfOkkVav0YZ42I,,1d16b25dcca8,2026-09-19T18:51:39+0000
234,S400-235,SCOPUS_ID:0035711043,10.1006/pmed.2000.0788,Associations between self-reported and objective physical environmental factors and use of a community rail-trail,Preventive Medicine,"['Determinants', 'Environment', 'Geographic information system', 'Physical activity', 'Trails']",TRUE,,TRUE,,,,,,,TRUE,0.85,TRUE,yes,0.98,0.95,1659,50,6.9678e-5,326.383,,typesafe/jev-1.13-20260917,gen-dec-1789843892-k51vngtSYlIOUCfR3K8q,,1d16b25dcca8,2026-09-19T18:51:39+0000
235,S400-236,SCOPUS_ID:0025825302,10.2105/AJPH.81.4.497,Mass flea outbreak at a child care facility: Case report,American Journal Of Public Health,[],FALSE,error- not all abstract outputted,FALSE,,,,,,,TRUE,0.07,FALSE,no,0.01,0.98,1452,50,6.0984e-5,674.329,,typesafe/jev-1.13-20260917,gen-dec-1789843892-s676CfrxFCZmzg7ulq1M,,1d16b25dcca8,2026-09-19T18:51:39+0000
236,S400-237,SCOPUS_ID:85020905991,10.1093/eurpub/ckw263,The effectiveness of current French health warnings displayed on alcohol advertisements and alcoholic beverages,European Journal Of Public Health,[],TRUE,,TRUE,,,,,,,TRUE,0.89,TRUE,yes,0.97,0.95,1679,50,7.0518e-5,342.219,,typesafe/jev-1.13-20260917,gen-dec-1789843892-gMBCtyUV4mRjOze4iCHo,,1d16b25dcca8,2026-09-19T18:51:39+0000
237,S400-238,SCOPUS_ID:0025844791,10.1093/oxfordjournals.aje.a115822,"Decline in incidence of epidemic glucose intolerance in nauruans: Implications for the ""thrifty genotype""",American Journal Of Epidemiology,"['Diabetes mellitus', 'Genotype', 'Glucose tolerance test', 'Incidence', 'Non-insulin-dependent', 'Prevalence', 'Selection (genetics)']",FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1883,50,7.9086e-5,292.359,,typesafe/jev-1.13-20260917,gen-dec-1789843892-33fd03DqyooeEp7o3O3L,,1d16b25dcca8,2026-09-19T18:51:39+0000
238,S400-239,SCOPUS_ID:0036294015,10.2105/AJPH.92.7.1168,Assessment of a new approach to family planning services in rural Pakistan,American Journal Of Public Health,[],TRUE,,TRUE,,,,,,,TRUE,0.97,TRUE,yes,1,1,1580,50,6.636e-5,333.794,,typesafe/jev-1.13-20260917,gen-dec-1789843892-qFRjWl0rAw4Yrsg7Hy5x,,1d16b25dcca8,2026-09-19T18:51:39+0000
239,S400-240,SCOPUS_ID:17944367766,10.1006/pmed.2001.0875,Promoting sun safety among zoo visitors,Preventive Medicine,"['Recreational parks', 'Skin cancer prevention', 'Sun safety intervention', 'Zoological parks']",FALSE,,FALSE,,,,,,,TRUE,0.07,FALSE,no,0,0.99,1625,50,6.825e-5,268.75300000000004,,typesafe/jev-1.13-20260917,gen-dec-1789843892-qzOWsgP6YbsHffiIxJTx,,1d16b25dcca8,2026-09-19T18:51:39+0000
240,S400-241,SCOPUS_ID:0027248929,10.1093/ije/22.3.543,Acceptability of the tuberculosis service: Scale development,International Journal Of Epidemiology,[],FALSE,,FALSE,,,,,,,TRUE,0.04,FALSE,no,0,1,1635,50,6.867e-5,359.712,,typesafe/jev-1.13-20260917,gen-dec-1789843892-i3smFdMeTJXAlnyDIqKx,,1d16b25dcca8,2026-09-19T18:51:39+0000
241,S400-242,SCOPUS_ID:67049145290,10.1016/j.amepre.2009.04.017,Overweight in Children and Adolescents Associated with TV Viewing and Parental Weight. Project HeartBeat!,American Journal Of Preventive Medicine,[],FALSE,,FALSE,,,,,,,TRUE,0.04,FALSE,no,0,1,1791,50,7.5222e-5,332.818,,typesafe/jev-1.13-20260917,gen-dec-1789843892-dwfHY4II4TcEiOOT3fMF,,1d16b25dcca8,2026-09-19T18:51:39+0000
242,S400-243,SCOPUS_ID:0028665878,10.1093/ije/23.6.1145,Occupational exposure to polycyclic aromatic hydrocarbons and the risk of bladder cancer: A french case-control study,International Journal Of Epidemiology,[],FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1830,50,7.686e-5,381.421,,typesafe/jev-1.13-20260917,gen-dec-1789843893-ml88wJ1VeM8DRnnO4rVa,,1d16b25dcca8,2026-09-19T18:51:39+0000
243,S400-244,SCOPUS_ID:0029004262,10.1093/ije/24.supplement_1.s113,The Multifund and outcome research,International Journal Of Epidemiology,[],FALSE,,FALSE,,,,,,,TRUE,0.75,TRUE,yes,0.81,0.62,1846,50,7.7532e-5,269.86,,typesafe/jev-1.13-20260917,gen-dec-1789843893-Y5M16Ep30ogiOGT6NYRO,,1d16b25dcca8,2026-09-19T18:51:39+0000
244,S400-245,SCOPUS_ID:85132281504,10.1016/j.amepre.2021.12.028,Predicting Homelessness Among U.S. Army Soldiers No Longer on Active Duty,American Journal Of Preventive Medicine,[],FALSE,"borderline, implicit",FALSE,,,,,,,TRUE,0.73,TRUE,yes,0.86,0.73,1718,50,7.2156e-5,309.975,,typesafe/jev-1.13-20260917,gen-dec-1789843893-nlNwWzs63keV4J5wZdxj,,1d16b25dcca8,2026-09-19T18:51:39+0000
245,S400-246,SCOPUS_ID:84875596512,10.1093/aje/kws437,Environmental exposure to metals and children's growth to age 5 years: A prospective cohort study,American Journal Of Epidemiology,"['arsenic', 'body height', 'body weight', 'cadmium', 'child, preschool', 'growth', 'lead', 'prenatal exposure delayed effects']",FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1758,50,7.3836e-5,378.447,,typesafe/jev-1.13-20260917,gen-dec-1789843893-NWbMoDj9O9C1EOh2bcoU,,1d16b25dcca8,2026-09-19T18:51:39+0000
246,S400-247,SCOPUS_ID:0030971346,10.1097/00001648-199707000-00007,A method for timely assessment of influenza-associated mortality in the United States,Epidemiology,"['Influenza', 'Models', 'Mortality', 'Pneumonia', 'Surveillance']",TRUE,,TRUE,,,,,,,TRUE,0.93,TRUE,yes,1,0.99,1607,50,6.7494e-5,260.878,,typesafe/jev-1.13-20260917,gen-dec-1789843893-ou9xqLXRYwQ7pbOm2bnO,,1d16b25dcca8,2026-09-19T18:51:40+0000
247,S400-248,SCOPUS_ID:84913549116,10.1093/ije/dyu160,The relationship of parents' cigarette smoking to outcome of pregnancy-implications as to the problem of inferring causation from observed associations,International Journal Of Epidemiology,"['Birth weight', 'Congenital anomalies', 'Contraception', 'Low', 'Menarche', 'Menstruation', 'Mortality, neonatal', 'Pregnancy', 'Prenatal influences', 'Smoking']",FALSE,,FALSE,,,,,,,TRUE,0.04,FALSE,no,0,1,1715,50,7.203e-5,593.465,,typesafe/jev-1.13-20260917,gen-dec-1789843893-PurDZC2WvDnkqVHr7uzh,,1d16b25dcca8,2026-09-19T18:51:40+0000
248,S400-249,SCOPUS_ID:0026647044,10.2105/AJPH.82.7.1023,Carcinogens in tobacco smoke: Benzo[a]pyrene from Canadian cigarettes and cigarette tobacco,American Journal Of Public Health,[],FALSE,,FALSE,,,,,,,TRUE,0.25,FALSE,no,0.22,0.56,1501,50,6.3042e-5,585.886,,typesafe/jev-1.13-20260917,gen-dec-1789843893-lEVmpkKNdeMy0a02xpQG,,1d16b25dcca8,2026-09-19T18:51:40+0000
249,S400-250,SCOPUS_ID:0031408841,10.1016/s0749-3797(18)30092-8,State Health Department and University evaluation of North Carolina's Maternal Outreach Worker Program,American Journal Of Preventive Medicine,[],TRUE,,TRUE,,,,,,,TRUE,0.11,FALSE,no,0.01,0.97,1689,50,7.0938e-5,594.364,,typesafe/jev-1.13-20260917,gen-dec-1789843893-DrWA6KQSSJWV2PbGJJ0B,,1d16b25dcca8,2026-09-19T18:51:40+0000
250,S400-251,SCOPUS_ID:85114135037,10.1016/j.amepre.2021.03.023,Racial/Ethnic and Socioeconomic Disparities in Adult Vaccination Coverage,American Journal Of Preventive Medicine,[],TRUE,,TRUE,,,,,,,TRUE,0.94,TRUE,yes,1,0.99,1743,50,7.3206e-5,382.67,,typesafe/jev-1.13-20260917,gen-dec-1789843893-8XKeizO0AMai8oeF5ro5,,1d16b25dcca8,2026-09-19T18:51:40+0000
251,S400-252,SCOPUS_ID:84937517224,10.1016/j.amepre.2015.02.002,Assessment of the School Nutrition Environment: A Study in Australian Primary School Canteens,American Journal Of Preventive Medicine,[],TRUE,,TRUE,,,,,,,TRUE,0.87,TRUE,yes,0.97,0.93,1677,50,7.0434e-5,336.021,,typesafe/jev-1.13-20260917,gen-dec-1789843893-1DGulvboya20eFmvID48,,1d16b25dcca8,2026-09-19T18:51:40+0000
252,S400-253,SCOPUS_ID:85045424692,10.1093/aje/kwx295,Examining the Association between Apparent Temperature and Mental Health-Related Emergency Room Visits in California,American Journal Of Epidemiology,"['ambient temperature', 'apparent temperature', 'California', 'emergency room visits', 'homicide', 'mental health', 'Poisson regression', 'suicide']",FALSE,,FALSE,,,,,,,TRUE,0.06,FALSE,no,0,1,1719,50,7.2198e-5,301.216,,typesafe/jev-1.13-20260917,gen-dec-1789843893-97RQvG7CVgY89Hs72d5y,,1d16b25dcca8,2026-09-19T18:51:40+0000
253,S400-254,SCOPUS_ID:0036891729,10.2105/AJPH.92.12.1946,Development of a prototype system for statewide asthma surveillance,American Journal Of Public Health,[],FALSE,,FALSE,,,,,,,TRUE,0.1,FALSE,no,0.01,0.98,1513,50,6.3546e-5,310.72499999999997,,typesafe/jev-1.13-20260917,gen-dec-1789843893-4oXYEyiXeBlh219vmm7t,,1d16b25dcca8,2026-09-19T18:51:40+0000
254,S400-255,SCOPUS_ID:84982893015,10.1093/aje/kwv324,The Association between Perceived Stress and Mortality among People with Multimorbidity: A Prospective Population-Based Cohort Study,American Journal Of Epidemiology,"['chronic disease', 'comorbidity', 'longitudinal studies', 'mental health', 'mortality', 'prognosis', 'stress, psychological']",FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1738,50,7.2996e-5,388.233,,typesafe/jev-1.13-20260917,gen-dec-1789843893-u197YuyW7whuekv8uLes,,1d16b25dcca8,2026-09-19T18:51:40+0000
255,S400-256,SCOPUS_ID:84905578698,10.1097/EDE.0000000000000144,Traffic-related air pollution in relation to cognitive function in older adults,Epidemiology,[],FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1764,50,7.4088e-5,426.457,,typesafe/jev-1.13-20260917,gen-dec-1789843893-DTkGdcKKw0dKKapNuhXn,,1d16b25dcca8,2026-09-19T18:51:40+0000
256,S400-257,SCOPUS_ID:85107091304,10.1016/j.ypmed.2021.106562,Designing warnings for sugary drinks: A randomized experiment with Latino parents and non-Latino parents,Preventive Medicine,"['Health policy', 'Hispanic', 'Latino/a health', 'Obesity', 'Sugar-sweetened beverages', 'Warning labels']",TRUE,,TRUE,,,,,,,TRUE,0.21,FALSE,no,0.12,0.76,1741,50,7.3122e-5,323.161,,typesafe/jev-1.13-20260917,gen-dec-1789843893-DFmrdHwPDhKXNpu2lzau,,1d16b25dcca8,2026-09-19T18:51:40+0000
257,S400-258,SCOPUS_ID:84858295216,10.1136/jech.2009.087304,The effect of health promotion on diagnosis and management of diabetes,Journal Of Epidemiology And Community Health,[],TRUE,,TRUE,,,,,,,TRUE,0.89,TRUE,yes,0.98,0.96,1665,50,6.993e-5,253.02999999999997,,typesafe/jev-1.13-20260917,gen-dec-1789843893-1KWKN1d7ZbRiPq4bNbgF,,1d16b25dcca8,2026-09-19T18:51:40+0000
258,S400-259,SCOPUS_ID:85063731915,10.1016/S2468-2667(19)30036-2,Patterns in the relationship between life expectancy and gross domestic product in Russia in 2005–15: a cross-sectional analysis,The Lancet Public Health,[],TRUE,,TRUE,,,,,,,TRUE,0.88,TRUE,yes,0.99,0.98,1898,50,7.9716e-5,291.786,,typesafe/jev-1.13-20260917,gen-dec-1789843893-LYk5FkfSF8soLYKaZ2IL,,1d16b25dcca8,2026-09-19T18:51:40+0000
259,S400-260,SCOPUS_ID:85089294116,10.1007/s10654-020-00669-6,A case study in model failure? COVID-19 daily deaths and ICU bed utilisation predictions in New York state,European Journal Of Epidemiology,"['COVID-19', 'Hospital resource utilisation', 'Model evaluation', 'Uncertainty quantification']",FALSE,,FALSE,,,,,,,TRUE,0.91,TRUE,yes,0.99,0.98,1665,50,6.993e-5,272.871,,typesafe/jev-1.13-20260917,gen-dec-1789843893-YLsIwGh43NPnuUNu1n34,,1d16b25dcca8,2026-09-19T18:51:40+0000
260,S400-261,SCOPUS_ID:84929047682,10.1093/eurpub/cku221,Comparing the performance of the Charlson/Deyo and Elixhauser comorbidity measures across five European countries and three conditions,European Journal Of Public Health,[],FALSE,,FALSE,,,,,,,TRUE,0.15,FALSE,no,0.12,0.76,1734,50,7.2828e-5,377.835,,typesafe/jev-1.13-20260917,gen-dec-1789843893-MHF39HpqmNXYy2MGAwpD,,1d16b25dcca8,2026-09-19T18:51:40+0000
261,S400-262,SCOPUS_ID:77953601869,10.2105/AJPH.2009.180489,The next public health revolution: Public health information fusion and social networks,American Journal Of Public Health,[],FALSE,error - missing part of abstracts,FALSE,,,,,,,TRUE,0.58,TRUE,yes,0.66,0.33,1506,50,6.3252e-5,343.628,,typesafe/jev-1.13-20260917,gen-dec-1789843893-FX2HVEsBtPvs5uES4q42,,1d16b25dcca8,2026-09-19T18:51:40+0000
262,S400-263,SCOPUS_ID:33847386744,10.1093/aje/kwk033,Dietary flavonoid intake and breast cancer risk among women on Long Island,American Journal Of Epidemiology,"['Breast neoplasms', 'Diet', 'Flavonoids']",TRUE,,FALSE,I am not sure there is any policy implication here?,!!!,,,FALSE,,TRUE,0.14,FALSE,no,0.05,0.9,1755,50,7.371e-5,328.347,,typesafe/jev-1.13-20260917,gen-dec-1789843893-g2iztWjIurOiGfm4O5vY,,1d16b25dcca8,2026-09-19T18:51:40+0000
263,S400-264,SCOPUS_ID:68149179040,10.1093/aje/kwp167,"Use of Supplements of Multivitamins, Vitamin C, and Vitamin e in Relation to Mortality",American Journal Of Epidemiology,"['Ascrobic acid', 'Cohort studies', 'Coronary disease', 'Dietary supplements', 'Mortality', 'Neoplasms', 'Vitamin E', 'Vitamins']",FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1695,50,7.119e-5,327.447,,typesafe/jev-1.13-20260917,gen-dec-1789843893-2gG3WztgAVnOdESLYITX,,1d16b25dcca8,2026-09-19T18:51:40+0000
264,S400-265,SCOPUS_ID:14644388091,10.1016/j.ypmed.2004.09.021,"Focused interviews with Sudanese Americans: Perceptions about diet, nutrition, and cancer",Preventive Medicine,"['Cancer', 'Dietary beliefs', 'Focus group', 'Food habits', 'Food practices', 'Food preparation methods']",FALSE,,FALSE,,,,,,,TRUE,0.04,FALSE,no,0,1,1640,50,6.888e-5,280.84,,typesafe/jev-1.13-20260917,gen-dec-1789843893-1ikMaFbTkowws90lrAiP,,1d16b25dcca8,2026-09-19T18:51:40+0000
265,S400-266,SCOPUS_ID:0026087647,10.1016/0091-7435(91)90005-O,Epidemiologic data on exogenous hormones and hepatocellular carcinoma and selected other cancers,Preventive Medicine,[],FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1484,50,6.2328e-5,295.588,,typesafe/jev-1.13-20260917,gen-dec-1789843894-JzdAmDuakmL0bQLN6a5v,,1d16b25dcca8,2026-09-19T18:51:40+0000
266,S400-267,SCOPUS_ID:0030801010,10.1016/s0749-3797(18)30181-8,Will patient satisfaction set the preventive services implementation agenda?,American Journal Of Preventive Medicine,[],TRUE,,TRUE,,,,,,,TRUE,0.91,TRUE,yes,0.99,0.99,1671,50,7.0182e-5,325.11899999999997,,typesafe/jev-1.13-20260917,gen-dec-1789843894-P8CKfa3uvNo7wK3WGtJA,,1d16b25dcca8,2026-09-19T18:51:40+0000
267,S400-268,SCOPUS_ID:85183941151,10.1093/eurpub/ckad194,Undermining support for COVID-19 public health policies: an analysis of the impact of subversive conspiracy narratives on Czech General Practitioners,European Journal Of Public Health,[],TRUE,,TRUE,,,,,,,TRUE,0.95,TRUE,yes,1,1,1694,50,7.1148e-5,337.25,,typesafe/jev-1.13-20260917,gen-dec-1789843894-BQLZYRI4ngaYXFyRwcPX,,1d16b25dcca8,2026-09-19T18:51:40+0000
268,S400-269,SCOPUS_ID:0036570155,10.1093/aje/155.9.875,Ascertainment bias in family-based case-control studies,American Journal Of Epidemiology,"['Bias', 'Case-control studies', 'Family relations']",FALSE,,FALSE,,,,,,,TRUE,0.1,FALSE,no,0.04,0.93,1505,50,6.321e-5,265.46,,typesafe/jev-1.13-20260917,gen-dec-1789843894-bKTchbiukWejz3MJubuY,,1d16b25dcca8,2026-09-19T18:51:40+0000
269,S400-270,SCOPUS_ID:0031688919,10.1093/eurpub/8.3.250,Variability in the number of tests used in children with acute gastroenteritis in two hospitals,European Journal Of Public Health,"['Child', 'Comparative studies', 'Diagnostic tests', 'Spain', 'United States']",FALSE,,FALSE,,,,,,,TRUE,0.39,FALSE,no,0.35,0.3,1487,50,6.2454e-5,331.34999999999997,,typesafe/jev-1.13-20260917,gen-dec-1789843894-elEOxmc8HCmqIGRFTkYB,,1d16b25dcca8,2026-09-19T18:51:40+0000
270,S400-271,SCOPUS_ID:85161992453,10.1007/s10654-023-01024-1,Target trial emulation of aspirin after diagnosis of colorectal polyps,European Journal Of Epidemiology,"['Cancer prevention', 'Causal inference', 'Precision medicine', 'Target trial emulation']",FALSE,,FALSE,,,,,,,TRUE,0.04,FALSE,no,0,1,1830,50,7.686e-5,339.60400000000004,,typesafe/jev-1.13-20260917,gen-dec-1789843894-UJO4EfcHM0nxrh5XfTdQ,,1d16b25dcca8,2026-09-19T18:51:40+0000
271,S400-272,SCOPUS_ID:85146443753,10.1016/j.ypmed.2023.107422,"Sex differences in Cannabis use disorder and associated psychosocial problems among US adults, 2012–2013",Preventive Medicine,"['Cannabis use disorder', 'Health problems', 'NESARC-III', 'Psychosocial problems', 'Sex differences']",TRUE,,FALSE,these read as individual level results?,!!!,,,TRUE,,TRUE,0.78,TRUE,yes,0.9,0.8,1702,50,7.1484e-5,461.466,,typesafe/jev-1.13-20260917,gen-dec-1789843894-r73sJ8hgOwgNnSwGrmFp,,1d16b25dcca8,2026-09-19T18:51:40+0000
272,S400-273,SCOPUS_ID:33644618996,10.2105/AJPH.2004.061358,"Diarrheal illness detected through syndromic surveillance after a massive power outage: New York City, August 2003",American Journal Of Public Health,[],FALSE,,FALSE,,,,,,,TRUE,0.08,FALSE,no,0,0.99,1663,50,6.9846e-5,296.343,,typesafe/jev-1.13-20260917,gen-dec-1789843894-iWEyyIZ2t5GFy0EK2QSZ,,1d16b25dcca8,2026-09-19T18:51:40+0000
273,S400-274,SCOPUS_ID:77956242083,10.2105/AJPH.2009.180943,Family poverty over the early life course and recurrent adolescent and young adult anxiety and depression: A longitudinal study,American Journal Of Public Health,[],FALSE,,FALSE,,,,,,,TRUE,0.04,FALSE,no,0,1,1572,50,6.6024e-5,291.979,,typesafe/jev-1.13-20260917,gen-dec-1789843894-ECWhKeSFI1BLYKHKOTpX,,1d16b25dcca8,2026-09-19T18:51:40+0000
274,S400-275,SCOPUS_ID:34548295880,10.1016/j.ypmed.2007.04.015,Cumulative risk factors for adolescent alcohol misuse and its perceived consequences among 16 to 20 year old adolescents in Switzerland,Preventive Medicine,"['Adolescents', 'Alcohol', 'Consequences', 'Determinants', 'Misuse', 'Survey']",FALSE,,FALSE,,,,,,,TRUE,0.04,FALSE,no,0,1,1625,50,6.825e-5,387.87,,typesafe/jev-1.13-20260917,gen-dec-1789843894-yQ5c0aF8TmqI0ELL9K6F,,1d16b25dcca8,2026-09-19T18:51:40+0000
275,S400-276,SCOPUS_ID:0025807582,10.1016/s0749-3797(18)30958-9,The effects of co-worker-delivered prompts on breast self-examination frequency,American Journal Of Preventive Medicine,[],FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1533,50,6.4386e-5,452.988,,typesafe/jev-1.13-20260917,gen-dec-1789843894-dHyWdUrq5DIYqPoeA9ye,,1d16b25dcca8,2026-09-19T18:51:40+0000
276,S400-277,SCOPUS_ID:0029559061,10.1136/jech.49.6.588,"Children with low birth weight and low gestational age in Oslo, Norway: Immigration is not the cause of increasing proportions",Journal Of Epidemiology And Community Health,[],FALSE,,FALSE,,,,,,,TRUE,0.32,FALSE,no,0.28,0.44,1655,50,6.951e-5,296.37,,typesafe/jev-1.13-20260917,gen-dec-1789843894-i3btiSpEOeejIQeVNTNf,,1d16b25dcca8,2026-09-19T18:51:40+0000
277,S400-278,SCOPUS_ID:0034063481,10.1006/pmed.2000.0652,Sociocultural variables in youth access to tobacco: Replication 5 years later,Preventive Medicine,"['Ethnicity', 'Racism', 'Sociocultural variables', 'Youth access to tobacco']",TRUE,,TRUE,,,,,,,TRUE,0.96,TRUE,yes,1,1,1649,50,6.9258e-5,303.153,,typesafe/jev-1.13-20260917,gen-dec-1789843894-y9AVblMAEX53ljGIj2yo,,1d16b25dcca8,2026-09-19T18:51:40+0000
278,S400-279,SCOPUS_ID:0000367285,10.1093/eurpub/6.3.181,Which informal carers are most satisfied with services for dying cancer patients?,European Journal Of Public Health,"[""Consumers' characteristics"", 'Informal carers', 'Palliative care', 'Satisfaction']",TRUE,,TRUE,,,,,,,TRUE,0.83,TRUE,yes,0.93,0.86,1703,50,7.1526e-5,319.032,,typesafe/jev-1.13-20260917,gen-dec-1789843894-B1QJ22Jrykcq6dUBc6Ys,,1d16b25dcca8,2026-09-19T18:51:40+0000
279,S400-280,SCOPUS_ID:84856837081,10.1093/eurpub/ckr198,Do smokers in Europe think all cigarettes are equally harmful-,European Journal Of Public Health,[],TRUE,,TRUE,,,,,,,TRUE,0.98,TRUE,yes,1,1,1735,50,7.287e-5,366.30400000000003,,typesafe/jev-1.13-20260917,gen-dec-1789843894-BGZyj3wg8ov8QjJSTVCi,,1d16b25dcca8,2026-09-19T18:51:40+0000
